"10501る 4108 胔疭             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/01/04","772,126","21,035,502","27.85","27.95","27.00","27.00","-0.85","505",
"105/01/05","912,362","24,258,176","27.00","27.10","26.25","26.35","-0.65","571",
"105/01/06","1,096,767","28,422,703","26.40","26.70","25.50","25.50","-0.85","675",
"105/01/07","1,518,706","36,853,794","25.50","25.75","23.10","23.80","-1.70","1,000",
"105/01/08","1,354,948","33,330,618","23.35","25.70","23.35","25.70","+1.90","908",
"105/01/11","597,445","15,040,121","25.70","25.70","24.80","25.00","-0.70","420",
"105/01/12","884,020","21,804,480","25.50","25.70","24.00","24.05","-0.95","641",
"105/01/13","915,010","22,510,940","24.90","24.95","24.25","24.55","+0.50","625",
"105/01/14","641,812","15,425,295","24.10","24.50","23.60","24.10","-0.45","501",
"105/01/15","2,413,223","62,327,251","24.70","26.50","24.40","26.50","+2.40","1,625",
"105/01/18","6,411,336","180,934,844","26.85","29.15","26.80","29.00","+2.50","4,042",
"105/01/19","2,375,580","67,849,178","28.95","29.05","28.10","28.50","-0.50","1,457",
"105/01/20","2,077,784","58,407,168","28.45","29.15","27.15","27.15","-1.35","1,467",
"105/01/21","1,476,120","40,695,294","27.50","27.90","27.20","27.20","+0.05","973",
"105/01/22","1,953,184","53,673,313","27.80","28.00","26.75","27.40","+0.20","1,239",
"105/01/25","1,104,604","30,321,177","27.70","27.85","27.15","27.30","-0.10","765",
"105/01/26","894,582","24,750,949","27.30","27.95","27.30","27.40","+0.10","643",
"105/01/27","695,265","18,960,548","27.80","27.80","27.00","27.00","-0.40","477",
"105/01/28","623,170","16,749,006","26.70","27.10","26.70","26.80","-0.20","474",
"105/01/29","748,403","20,330,270","26.85","27.50","26.80","27.50","+0.70","502",
"105/01/30","1,847,400","52,131,450","27.80","28.55","27.60","28.00","+0.50","1,104",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

