"10505る 4108 胔疭             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/05/03","2,781,322","100,499,351","36.80","36.80","35.50","36.05","-0.25","1,630",
"105/05/04","2,741,300","98,388,600","35.45","36.70","35.00","35.00","-1.05","1,777",
"105/05/05","3,058,000","108,010,550","35.05","36.00","35.00","35.05","+0.05","2,003",
"105/05/06","2,235,133","79,294,598","35.10","36.00","35.10","35.45","+0.40","1,464",
"105/05/09","2,513,300","86,491,960","35.90","35.90","33.55","33.75","-1.70","1,660",
"105/05/10","3,180,436","110,199,746","33.75","35.30","33.75","35.00","+1.25","2,001",
"105/05/11","1,803,900","63,108,360","35.70","35.70","34.25","34.40","-0.60","1,122",
"105/05/12","1,524,100","52,255,599","34.45","35.00","33.60","33.65","-0.75","1,010",
"105/05/13","2,669,100","90,764,480","34.00","34.90","32.90","34.50","+0.85","1,725",
"105/05/16","6,617,235","240,496,553","34.00","37.95","33.70","37.60","+3.10","4,078",
"105/05/17","4,168,101","154,887,101","37.60","37.85","36.70","36.85","-0.75","2,635",
"105/05/18","6,006,310","226,781,632","36.80","38.70","36.50","37.05","+0.20","3,947",
"105/05/19","4,458,632","167,086,691","37.80","38.50","36.55","36.55","-0.50","2,878",
"105/05/20","2,575,001","94,453,037","37.00","37.25","36.20","36.65","+0.10","1,699",
"105/05/23","3,283,253","122,890,443","37.00","37.90","36.80","37.25","+0.60","2,092",
"105/05/24","2,146,302","80,188,825","37.45","37.80","37.00","37.10","-0.15","1,344",
"105/05/25","3,608,500","133,872,250","37.80","37.90","36.40","36.45","-0.65","2,256",
"105/05/26","1,497,998","54,736,026","36.80","36.85","36.40","36.40","-0.05","1,038",
"105/05/27","3,086,180","113,533,720","36.80","37.40","36.10","36.50","+0.10","1,858",
"105/05/30","6,490,903","245,618,225","36.80","38.35","36.80","37.70","+1.20","3,971",
"105/05/31","2,835,960","106,865,149","37.80","38.15","37.30","37.40","-0.30","1,806",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

