"10506る 4108 胔疭             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/06/01","2,128,053","79,825,428","37.60","37.95","37.20","37.20","-0.20","1,254",
"105/06/02","2,138,300","78,855,300","37.45","37.60","36.30","36.50","-0.70","1,250",
"105/06/03","9,375,810","360,864,013","36.80","39.40","36.70","37.75","+1.25","5,610",
"105/06/04","1,788,546","67,533,533","37.90","38.20","37.50","37.60","-0.15","1,210",
"105/06/06","2,941,101","108,104,590","37.40","37.50","36.30","36.85","-0.75","1,828",
"105/06/07","2,248,103","83,368,432","37.20","37.50","36.70","36.70","-0.15","1,411",
"105/06/08","1,443,111","53,093,207","37.00","37.25","36.50","36.50","-0.20","899",
"105/06/13","2,305,012","82,099,868","36.35","36.35","35.20","35.25","-1.25","1,331",
"105/06/14","1,049,100","37,065,450","35.25","35.60","34.80","35.30","+0.05","709",
"105/06/15","2,672,251","96,641,905","35.45","36.55","35.40","36.10","+0.80","1,739",
"105/06/16","2,325,059","84,404,803","36.45","36.80","35.90","36.05","-0.05","1,439",
"105/06/17","2,587,541","94,974,846","36.50","37.20","36.25","36.35","+0.30","1,580",
"105/06/20","1,341,012","48,943,888","36.80","37.00","36.15","36.20","-0.15","805",
"105/06/21","1,041,000","37,943,950","36.45","36.75","36.20","36.30","+0.10","695",
"105/06/22","1,048,000","38,016,500","36.50","36.75","36.05","36.05","-0.25","679",
"105/06/23","3,382,001","124,551,836","36.45","37.15","36.45","36.50","+0.45","2,038",
"105/06/24","2,917,249","104,533,588","36.70","36.85","34.90","35.50","-1.00","1,591",
"105/06/27","1,971,204","69,837,950","35.20","35.85","34.95","35.40","-0.10","1,078",
"105/06/28","2,089,639","74,559,384","35.20","36.20","35.00","35.60","+0.20","1,194",
"105/06/29","1,127,023","40,395,614","36.15","36.20","35.60","35.60"," 0.00","729",
"105/06/30","2,904,651","105,767,000","36.10","36.85","35.90","36.25","+0.65","1,693",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

