"10503る 4108 胔疭             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/03/01","455,312","12,411,663","27.25","27.40","27.10","27.25"," 0.00","301",
"105/03/02","504,201","13,765,922","27.55","27.55","27.20","27.20","-0.05","373",
"105/03/03","761,472","20,938,400","27.25","27.70","27.25","27.45","+0.25","551",
"105/03/04","1,464,503","40,933,321","27.60","28.20","27.50","27.85","+0.40","931",
"105/03/07","718,677","19,955,297","28.00","28.25","27.50","27.50","-0.35","440",
"105/03/08","5,639,853","165,021,550","27.50","30.25","27.50","30.25","+2.75","2,804",
"105/03/09","1,938,257","64,447,042","33.25","33.25","33.25","33.25","+3.00","747",
"105/03/10","1,598,510","58,425,538","36.55","36.55","36.55","36.55","+3.30","836",
"105/03/11","29,201,848","1,154,987,875","40.00","40.20","38.30","40.20","+3.65","13,317",
"105/03/14","13,836,901","600,537,610","42.00","44.20","41.25","44.20","+4.00","6,549",
"105/03/15","30,198,913","1,435,495,012","47.50","48.60","45.60","47.80","+3.60","16,252",
"105/03/16","10,831,397","509,629,499","46.10","48.70","46.10","46.50","-1.30","6,282",
"105/03/17","10,901,083","472,145,559","46.10","47.00","41.85","41.85","-4.65","6,043",
"105/03/18","11,982,121","492,703,166","41.00","43.00","39.10","43.00","+1.15","6,314",
"105/03/21","6,844,926","297,218,055","44.60","44.60","41.50","43.90","+0.90","3,859",
"105/03/22","3,297,334","141,323,140","42.20","43.40","42.20","43.40","-0.50","1,871",
"105/03/23","5,238,251","232,527,909","44.25","45.00","43.55","44.60","+1.20","2,987",
"105/03/24","5,044,691","213,145,698","43.50","43.85","40.20","42.50","-2.10","3,010",
"105/03/25","3,598,868","154,213,605","41.95","44.45","41.70","44.45","+1.95","2,026",
"105/03/28","3,710,165","160,844,721","44.10","44.10","42.50","43.35","-1.10","2,070",
"105/03/29","3,655,965","154,400,022","42.60","43.95","41.00","43.95","+0.60","2,110",
"105/03/30","15,893,497","738,822,164","44.70","47.80","44.15","46.65","+2.70","9,061",
"105/03/31","5,878,459","271,898,989","46.15","47.20","45.50","45.85","-0.80","3,717",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

