"10401る 4108 胔疭             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/01/05","427,271","15,315,169","36.00","36.30","35.50","35.65","-0.30","282",
"104/01/06","684,245","23,979,658","35.50","35.50","34.80","34.90","-0.75","381",
"104/01/07","370,362","12,918,307","34.40","35.20","34.40","34.90"," 0.00","251",
"104/01/08","493,452","17,189,770","35.10","35.30","34.50","34.95","+0.05","332",
"104/01/09","780,006","27,412,906","34.95","35.50","34.60","34.60","-0.35","399",
"104/01/12","544,500","18,750,197","34.30","34.80","34.30","34.35","-0.25","340",
"104/01/13","359,800","12,367,828","34.80","34.80","34.15","34.30","-0.05","266",
"104/01/14","300,083","10,234,091","34.60","34.60","34.00","34.00","-0.30","225",
"104/01/15","201,022","6,850,948","34.00","34.35","34.00","34.05","+0.05","163",
"104/01/16","680,416","22,764,368","34.15","34.15","33.10","33.10","-0.95","445",
"104/01/19","510,508","17,511,287","35.00","35.00","33.60","33.75","+0.65","366",
"104/01/20","347,223","11,748,232","33.80","34.00","33.60","34.00","+0.25","205",
"104/01/21","987,400","34,303,209","34.80","35.20","34.30","34.30","+0.30","632",
"104/01/22","273,939","9,378,576","34.45","34.50","34.10","34.15","-0.15","214",
"104/01/23","260,500","8,897,000","34.30","34.40","34.05","34.05","-0.10","171",
"104/01/26","228,730","7,754,955","34.20","34.20","33.75","33.80","-0.25","155",
"104/01/27","423,197","14,540,275","33.80","34.70","33.80","34.30","+0.50","286",
"104/01/28","228,175","7,764,039","34.30","34.30","33.95","33.95","-0.35","180",
"104/01/29","243,005","8,234,821","33.95","34.20","33.60","34.20","+0.25","175",
"104/01/30","1,911,678","66,994,182","35.00","35.45","34.35","34.35","+0.15","1,049",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

