"10405る 4108 胔疭             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/05/04","381,919","10,031,825","26.25","26.60","26.15","26.30","+0.05","287",
"104/05/05","427,267","11,121,359","26.30","26.30","25.85","25.85","-0.45","271",
"104/05/06","354,812","9,206,099","25.85","26.20","25.50","26.10","+0.25","275",
"104/05/07","361,647","9,336,039","26.10","26.10","25.65","25.65","-0.45","225",
"104/05/08","285,304","7,342,804","25.85","25.95","25.60","25.70","+0.05","213",
"104/05/11","1,360,539","33,037,586","25.70","25.75","23.95","23.95","-1.75","702",
"104/05/12","1,526,807","34,807,815","23.10","23.80","22.40","23.10","-0.85","907",
"104/05/13","472,008","11,018,383","23.20","23.60","23.10","23.45","+0.35","293",
"104/05/14","353,246","8,174,205","23.60","23.60","23.00","23.00","-0.45","254",
"104/05/15","461,394","10,718,229","23.35","23.50","23.00","23.15","+0.15","294",
"104/05/18","570,534","13,500,507","24.00","24.30","23.25","23.25","+0.10","377",
"104/05/19","428,130","10,121,553","23.80","23.80","23.45","23.65","+0.40","310",
"104/05/20","217,245","5,096,382","23.70","23.70","23.40","23.40","-0.25","143",
"104/05/21","426,045","10,129,412","23.30","24.25","23.00","23.70","+0.30","292",
"104/05/22","466,617","11,240,164","23.90","24.25","23.85","23.90","+0.20","312",
"104/05/25","428,001","10,016,973","23.70","23.85","23.25","23.25","-0.65","284",
"104/05/26","208,180","4,843,602","23.30","23.45","23.20","23.25"," 0.00","137",
"104/05/27","270,406","6,310,200","23.20","23.50","23.20","23.50","+0.25","171",
"104/05/28","349,001","8,279,223","23.60","23.90","23.50","23.75","+0.25","222",
"104/05/29","435,629","10,247,918","23.75","23.75","23.40","23.40","-0.35","246",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

