"10404る 2712 环动ㄓ           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/04/01","32,000","712,600","22.20","22.30","22.20","22.30","+0.10","14",
"104/04/02","6,001","133,072","22.10","22.20","22.10","22.15","-0.15","6",
"104/04/07","23,000","510,300","22.15","22.20","22.15","22.20","+0.05","10",
"104/04/08","21,000","467,350","22.30","22.40","22.20","22.25","+0.05","11",
"104/04/09","62,033","1,395,889","22.50","22.60","22.35","22.55","+0.30","40",
"104/04/10","107,000","2,410,050","22.55","22.60","22.45","22.60","+0.05","33",
"104/04/13","49,250","1,115,149","22.60","22.70","22.60","22.70","+0.10","24",
"104/04/14","18,001","408,322","22.70","22.75","22.25","22.25","-0.45","15",
"104/04/15","35,000","782,950","22.65","22.65","22.30","22.30","+0.05","17",
"104/04/16","46,000","1,021,800","22.00","22.30","21.95","22.25","-0.05","26",
"104/04/17","174,000","3,878,850","22.25","22.45","22.20","22.25"," 0.00","49",
"104/04/20","85,000","1,911,000","22.30","22.50","22.30","22.50","+0.25","21",
"104/04/21","62,000","1,394,200","22.35","22.50","22.30","22.50"," 0.00","17",
"104/04/22","43,850","986,455","22.50","22.50","22.50","22.50"," 0.00","13",
"104/04/23","55,000","1,234,200","21.65","22.55","21.65","22.55","+0.05","26",
"104/04/24","259,452","5,891,160","22.60","22.90","22.55","22.80","+0.25","77",
"104/04/27","142,000","3,251,750","22.85","23.10","22.70","23.10","+0.30","60",
"104/04/28","40,038","921,370","23.10","23.10","22.60","23.00","-0.10","29",
"104/04/29","49,633","1,146,895","22.60","23.20","22.60","23.05","+0.05","48",
"104/04/30","31,050","718,050","23.20","23.20","23.05","23.15","+0.10","24",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

