"10405る 2712 环动ㄓ           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/05/04","85,050","1,975,820","23.20","23.50","23.00","23.50","+0.35","41",
"104/05/05","51,400","1,208,300","23.25","23.70","23.00","23.60","+0.10","41",
"104/05/06","24,000","565,450","23.35","23.60","23.25","23.60"," 0.00","22",
"104/05/07","28,000","658,100","23.60","23.60","23.35","23.40","-0.20","28",
"104/05/08","12,000","279,550","23.50","23.50","23.05","23.35","-0.05","12",
"104/05/11","123,000","2,828,200","23.35","23.45","22.80","22.80","-0.55","48",
"104/05/12","34,000","771,750","21.65","23.15","21.65","23.00","+0.20","23",
"104/05/13","1,000","22,850","22.85","22.85","22.85","22.85","-0.15","1",
"104/05/14","46,002","1,048,596","22.75","22.80","22.75","22.80","-0.05","19",
"104/05/15","49,000","1,116,650","22.80","22.85","22.70","22.70","-0.10","20",
"104/05/18","59,000","1,342,750","22.70","22.80","22.50","22.60","-0.10","18",
"104/05/19","28,001","636,673","22.05","23.10","21.90","22.90","+0.30","15",
"104/05/20","34,000","779,650","22.70","23.00","22.65","22.65","-0.25","15",
"104/05/21","89,000","2,010,000","22.40","22.90","22.40","22.40","-0.25","28",
"104/05/22","180,000","4,134,400","22.50","23.00","22.50","23.00","+0.60","56",
"104/05/25","88,000","2,022,300","22.40","23.10","22.40","23.10","+0.10","37",
"104/05/26","6,000","136,950","23.00","23.00","22.70","22.75","-0.35","6",
"104/05/27","128,087","2,957,089","23.00","23.25","23.00","23.25","+0.50","39",
"104/05/28","67,000","1,566,450","23.25","23.50","23.00","23.50","+0.25","29",
"104/05/29","300,308","7,162,142","23.45","24.15","23.45","24.15","+0.65","115",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

