"10408る 2712 环动ㄓ           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/08/03","12,000","288,650","24.90","24.90","23.70","24.40","-0.50","9",
"104/08/04","10,000","242,700","24.40","24.40","23.90","24.35","-0.05","10",
"104/08/05","74,010","1,804,046","24.20","24.50","24.20","24.45","+0.10","19",
"104/08/06","24,000","585,100","24.20","24.40","24.20","24.40","-0.05","9",
"104/08/07","0","0","--","--","--","--"," 0.00","0",
"104/08/10","29,000","700,550","24.00","24.30","24.00","24.10","X0.00","9",
"104/08/11","70,050","1,682,295","24.10","24.10","24.00","24.00","-0.10","26",
"104/08/12","18,000","426,400","24.00","24.00","23.45","23.90","-0.10","9",
"104/08/13","17,000","404,200","23.80","23.90","23.70","23.80","-0.10","6",
"104/08/14","11,000","261,650","23.65","23.80","23.65","23.80"," 0.00","3",
"104/08/17","0","0","--","--","--","--"," 0.00","0",
"104/08/18","3,000","68,950","22.60","23.35","22.60","23.35","X0.00","3",
"104/08/19","33,000","739,250","24.20","24.25","21.15","22.70","-0.65","31",
"104/08/20","3,000","64,100","21.30","21.40","21.30","21.40","-1.30","3",
"104/08/21","31,000","678,600","21.35","22.00","21.35","22.00","+0.60","14",
"104/08/24","166,000","3,631,150","21.35","22.40","21.15","22.30","+0.30","84",
"104/08/25","31,000","698,100","21.80","23.85","21.80","23.85","+1.55","28",
"104/08/26","39,000","892,200","23.00","23.50","22.30","23.50","-0.35","21",
"104/08/27","35,000","801,750","22.40","23.30","22.40","23.30","-0.20","24",
"104/08/28","78,000","1,792,250","22.65","24.20","21.40","24.20","+0.90","51",
"104/08/31","121,000","2,975,500","23.75","25.15","23.75","25.00","+0.80","55",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

