"10504る 4190 ︴祅-KY          らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/04/01","74,020","8,838,540","118.50","120.00","118.50","119.50","+1.50","86",
"105/04/06","69,080","8,141,600","120.00","120.00","117.00","119.00","-0.50","87",
"105/04/07","70,007","8,272,375","119.50","120.00","117.00","117.50","-1.50","70",
"105/04/08","55,005","6,436,125","118.50","118.50","116.50","116.50","-1.00","56",
"105/04/11","78,027","9,110,740","116.50","118.00","115.50","116.50"," 0.00","93",
"105/04/12","134,018","15,431,678","118.00","118.00","113.50","113.50","-3.00","122",
"105/04/13","73,124","8,379,557","113.50","115.50","113.50","115.00","+1.50","85",
"105/04/14","52,160","5,973,470","116.50","116.50","114.00","114.00","-1.00","68",
"105/04/15","77,005","8,729,105","114.00","115.50","112.50","113.50","-0.50","68",
"105/04/18","104,089","11,590,769","114.00","114.00","110.00","110.50","-3.00","138",
"105/04/19","210,055","23,458,380","112.00","114.50","109.00","113.00","+2.50","210",
"105/04/20","197,100","21,679,300","112.00","112.50","108.50","109.00","-4.00","247",
"105/04/21","647,648","65,564,011","109.00","109.00","98.60","102.50","-6.50","538",
"105/04/22","245,356","25,362,736","102.00","106.00","100.00","103.50","+1.00","226",
"105/04/25","114,013","11,735,391","103.00","104.00","101.50","103.00","-0.50","110",
"105/04/26","64,021","6,542,226","102.00","103.00","101.00","103.00"," 0.00","62",
"105/04/27","88,010","9,059,025","103.00","104.00","101.50","103.00"," 0.00","81",
"105/04/28","715,158","77,345,906","105.00","111.00","105.00","106.00","+3.00","601",
"105/04/29","209,028","21,722,982","104.50","105.50","102.50","102.50","-3.50","183",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

