"10506る 4190 ︴祅-KY          らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/06/01","689,001","70,759,608","103.00","104.50","100.50","101.00","-0.50","563",
"105/06/02","335,097","33,466,261","101.00","102.50","98.20","98.20","-2.80","290",
"105/06/03","243,000","23,831,400","98.20","99.50","96.40","97.50","-0.70","212",
"105/06/04","86,010","8,410,705","98.00","98.30","97.30","97.50"," 0.00","69",
"105/06/06","252,300","23,761,679","97.90","97.90","93.30","93.60","-3.90","214",
"105/06/07","155,008","14,642,276","93.90","95.50","93.60","94.00","+0.40","145",
"105/06/08","158,050","14,700,400","93.20","94.50","91.60","92.20","-1.80","137",
"105/06/13","248,100","22,203,876","91.50","91.50","88.20","88.50","-3.70","218",
"105/06/14","145,008","12,902,320","89.90","89.90","88.50","88.60","+0.10","120",
"105/06/15","223,123","20,299,985","89.10","92.90","89.10","90.80","+2.20","215",
"105/06/16","182,215","16,310,837","91.80","91.80","88.70","88.80","-2.00","172",
"105/06/17","132,000","11,829,000","90.00","90.30","89.10","89.10","+0.30","120",
"105/06/20","134,001","12,015,994","91.00","91.00","89.00","89.50","+0.40","114",
"105/06/21","95,001","8,511,189","89.60","89.90","89.10","89.40","-0.10","80",
"105/06/22","106,150","9,447,900","89.50","89.80","88.60","88.60","-0.80","102",
"105/06/23","106,001","9,394,491","89.50","89.50","88.10","88.10","-0.50","93",
"105/06/24","401,000","35,088,900","89.10","89.70","84.00","87.80","-0.30","310",
"105/06/27","95,000","8,286,800","87.00","88.00","86.00","87.30","-0.50","89",
"105/06/28","75,000","6,599,600","87.10","88.60","86.80","88.00","+0.70","66",
"105/06/29","87,001","7,758,090","89.80","89.80","88.60","88.90","+0.90","85",
"105/06/30","96,002","8,545,684","88.00","89.50","88.00","89.00","+0.10","83",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

