"10411る 4190 ︴祅-KY          らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/11/02","2,067,301","280,412,941","128.00","141.00","127.50","141.00","+12.50","1,593",
"104/11/03","3,091,646","465,198,630","147.50","155.00","143.00","153.00","+12.00","2,521",
"104/11/04","1,691,170","251,420,850","148.00","152.50","145.00","150.00","-3.00","1,426",
"104/11/05","1,551,151","248,170,415","153.00","164.50","152.00","163.50","+13.50","1,378",
"104/11/06","1,660,022","280,203,438","165.00","174.50","158.50","174.00","+10.50","1,513",
"104/11/09","1,501,357","264,470,078","177.00","181.50","170.50","178.00","+4.00","1,380",
"104/11/10","1,384,406","235,896,050","170.00","175.00","166.00","171.00","-7.00","1,229",
"104/11/11","1,152,633","191,775,945","173.00","173.50","163.00","163.00","-8.00","1,045",
"104/11/12","1,007,270","164,221,940","165.00","167.50","158.00","167.00","+4.00","925",
"104/11/13","637,365","104,787,225","161.50","169.50","161.50","162.00","-5.00","587",
"104/11/16","1,042,254","175,093,450","158.00","174.00","158.00","172.00","+10.00","952",
"104/11/17","934,250","161,961,500","177.00","180.00","169.50","169.50","-2.50","829",
"104/11/18","709,226","120,617,920","171.50","173.50","167.00","169.00","-0.50","610",
"104/11/19","650,349","110,713,852","172.00","173.00","167.50","170.00","+1.00","588",
"104/11/20","1,453,222","260,356,126","172.50","185.00","172.50","179.50","+9.50","1,273",
"104/11/23","993,700","171,581,900","180.00","180.00","170.00","171.00","-8.50","912",
"104/11/24","875,369","146,845,123","171.50","173.00","165.50","166.00","-5.00","792",
"104/11/25","489,239","81,114,652","166.00","170.00","163.00","166.00"," 0.00","455",
"104/11/26","652,339","110,400,952","164.00","172.00","164.00","168.00","+2.00","559",
"104/11/27","358,000","59,629,000","168.00","170.50","165.00","165.00","-3.00","324",
"104/11/30","298,503","49,273,492","165.00","168.50","164.00","164.00","-1.00","273",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

