"10505る 4190 ︴祅-KY          らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/05/03","121,044","12,433,076","103.00","103.50","102.00","102.50"," 0.00","105",
"105/05/04","188,200","18,870,200","102.50","102.50","99.60","99.80","-2.70","153",
"105/05/05","143,010","14,314,750","99.70","100.50","99.70","99.80"," 0.00","110",
"105/05/06","98,001","9,705,506","99.80","99.80","98.10","98.10","-1.70","90",
"105/05/09","262,063","24,446,935","99.00","99.00","90.60","90.70","-7.40","216",
"105/05/10","339,030","29,740,490","90.70","92.90","84.70","91.00","+0.30","293",
"105/05/11","210,035","19,187,744","91.90","93.60","88.20","88.20","-2.80","180",
"105/05/12","144,023","12,695,186","89.00","90.40","86.30","86.30","-1.90","111",
"105/05/13","142,002","12,387,288","86.30","89.70","86.00","87.20","+0.90","132",
"105/05/16","138,000","12,114,100","89.00","89.00","85.20","88.10","+0.90","123",
"105/05/17","246,000","22,168,600","90.10","92.50","88.40","90.00","+1.90","192",
"105/05/18","172,011","15,249,405","90.80","90.80","87.60","87.70","-2.30","157",
"105/05/19","92,004","8,041,156","88.60","88.70","86.80","86.80","-0.90","88",
"105/05/20","62,000","5,410,900","87.90","87.90","86.20","87.20","+0.40","54",
"105/05/23","137,041","12,157,104","87.20","89.80","86.60","89.00","+1.80","133",
"105/05/24","141,050","12,534,365","88.50","90.00","88.00","88.40","-0.60","129",
"105/05/25","515,094","46,969,242","89.80","92.80","89.30","91.00","+2.60","450",
"105/05/26","263,011","23,520,701","91.40","91.40","88.50","89.00","-2.00","227",
"105/05/27","286,100","25,742,700","89.10","90.60","89.00","89.80","+0.80","240",
"105/05/30","1,440,909","139,317,218","89.80","98.70","89.80","98.70","+8.90","1,059",
"105/05/31","1,446,375","145,851,975","99.40","103.00","98.00","101.50","+2.80","1,202",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

