"10410る 4190 ︴祅-KY          らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/10/21","4,879,600","540,386,500","109.00","122.00","105.00","122.00","X0.00","3,776",
"104/10/22","3,871,000","494,304,500","123.00","144.00","119.00","139.00","+17.00","2,874",
"104/10/23","2,188,100","301,539,000","139.00","143.00","132.50","136.00","-3.00","1,825",
"104/10/26","1,334,040","183,284,120","138.00","141.50","135.00","135.00","-1.00","1,046",
"104/10/27","1,570,000","206,331,000","136.00","137.00","126.00","133.00","-2.00","1,225",
"104/10/28","1,001,023","133,051,858","130.50","137.00","130.00","131.00","-2.00","809",
"104/10/29","941,583","119,366,993","131.00","132.00","124.00","128.00","-3.00","840",
"104/10/30","833,170","104,641,100","126.50","128.50","122.00","128.50","+0.50","669",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

