"10412る 2701 窾             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/12/01","23,069","327,324","14.15","14.25","14.10","14.25","+0.10","12",
"104/12/02","10,367","147,310","14.25","14.25","14.15","14.25"," 0.00","9",
"104/12/03","20,947","297,301","14.30","14.30","14.15","14.15","-0.10","18",
"104/12/04","15,284","217,667","14.25","14.25","14.25","14.25","+0.10","9",
"104/12/07","21,706","309,188","14.30","14.30","14.20","14.20","-0.05","15",
"104/12/08","21,117","300,746","14.30","14.30","14.20","14.20"," 0.00","16",
"104/12/09","34,857","492,648","14.20","14.20","14.05","14.15","-0.05","15",
"104/12/10","66,301","929,995","14.10","14.10","13.95","14.00","-0.15","33",
"104/12/11","20,640","288,875","14.00","14.00","13.95","13.95","-0.05","20",
"104/12/14","28,145","391,949","13.90","14.00","13.85","13.90","-0.05","13",
"104/12/15","18,504","258,301","14.05","14.05","13.90","14.00","+0.10","16",
"104/12/16","9,241","129,310","14.00","14.00","14.00","14.00"," 0.00","6",
"104/12/17","33,883","474,165","14.05","14.05","13.95","14.00"," 0.00","18",
"104/12/18","44,499","623,086","14.00","14.10","14.00","14.10","+0.10","9",
"104/12/21","26,061","366,854","14.10","14.10","14.00","14.10"," 0.00","14",
"104/12/22","7,002","98,728","14.10","14.10","14.10","14.10"," 0.00","5",
"104/12/23","20,351","287,395","14.05","14.20","14.05","14.20","+0.10","16",
"104/12/24","2,999","42,634","14.25","14.25","14.20","14.20"," 0.00","7",
"104/12/25","19,726","280,520","14.25","14.30","14.20","14.25","+0.05","21",
"104/12/28","12,742","180,116","14.30","14.30","14.10","14.15","-0.10","27",
"104/12/29","28,795","406,937","14.10","14.25","14.10","14.25","+0.10","27",
"104/12/30","23,367","329,747","14.10","14.20","14.10","14.20","-0.05","11",
"104/12/31","162,931","2,361,088","14.25","14.80","14.20","14.75","+0.55","66",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

