"10407る 2701 窾             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/07/01","11,960","181,790","15.30","15.30","15.20","15.20","-0.10","16",
"104/07/02","37,557","571,514","15.20","15.30","15.20","15.25","+0.05","29",
"104/07/03","87,050","1,320,755","15.20","15.25","15.10","15.15","-0.10","70",
"104/07/06","13,848","209,801","15.15","15.25","15.10","15.15"," 0.00","20",
"104/07/07","44,539","679,841","15.15","15.35","15.15","15.30","+0.15","27",
"104/07/08","79,746","1,213,975","15.20","15.30","15.15","15.30"," 0.00","46",
"104/07/09","61,716","941,768","15.10","15.30","15.10","15.25","-0.05","43",
"104/07/13","3,451","52,651","15.30","15.30","15.30","15.30","+0.05","11",
"104/07/14","62,188","949,025","15.25","15.30","15.25","15.30"," 0.00","53",
"104/07/15","74,126","1,145,323","15.35","15.65","15.35","15.35","+0.05","56",
"104/07/16","66,250","1,023,449","15.40","15.50","15.40","15.45","+0.10","27",
"104/07/17","59,311","913,241","15.65","15.65","15.30","15.30","-0.15","34",
"104/07/20","46,681","716,633","15.45","15.45","15.30","15.30"," 0.00","21",
"104/07/21","6,684","102,092","15.30","15.30","15.30","15.30"," 0.00","16",
"104/07/22","22,426","339,751","15.15","15.15","15.15","15.15","-0.15","16",
"104/07/23","81,297","1,239,823","15.15","15.40","15.15","15.40","+0.25","47",
"104/07/24","35,652","541,409","15.20","15.30","15.15","15.30","-0.10","14",
"104/07/27","33,080","503,676","15.25","15.30","15.10","15.20","-0.10","24",
"104/07/28","63,363","968,335","15.25","15.40","15.15","15.15","-0.05","49",
"104/07/29","15,963","242,139","15.25","15.25","15.10","15.10","-0.05","16",
"104/07/30","21,735","331,370","15.30","15.30","15.15","15.25","+0.15","19",
"104/07/31","67,240","1,015,208","15.25","15.25","15.05","15.15","-0.10","57",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

