"10507る 2701 窾             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/07/01","33,546","480,243","14.30","14.35","14.30","14.35","+0.05","24",
"105/07/04","63,857","917,558","14.35","14.40","14.30","14.30","-0.05","28",
"105/07/05","13,606","194,052","14.30","14.30","14.25","14.25","-0.05","12",
"105/07/06","26,614","379,268","14.30","14.30","14.25","14.25"," 0.00","8",
"105/07/07","64,763","930,883","14.30","14.45","14.30","14.40","+0.15","32",
"105/07/11","33,578","486,200","14.45","14.50","14.45","14.50","+0.10","19",
"105/07/12","5,367","77,545","14.50","14.50","14.50","14.50"," 0.00","10",
"105/07/13","13,084","188,353","14.40","14.40","14.40","14.40","-0.10","11",
"105/07/14","91,698","1,311,995","14.40","14.40","14.30","14.30","-0.10","24",
"105/07/15","12,957","186,086","14.40","14.40","14.30","14.30"," 0.00","15",
"105/07/18","49,385","711,621","14.40","14.50","14.35","14.40","+0.10","28",
"105/07/19","11,412","164,387","14.40","14.45","14.40","14.40"," 0.00","17",
"105/07/20","16,525","238,754","14.40","14.50","14.40","14.45","+0.05","22",
"105/07/21","30,533","442,041","14.50","14.50","14.45","14.50","+0.05","32",
"105/07/22","586,439","9,335,064","14.50","14.50","14.40","14.40","-0.10","13",
"105/07/25","84,763","1,207,817","14.45","14.45","14.20","14.25","-0.15","29",
"105/07/26","21,635","309,314","14.30","14.35","14.30","14.35","+0.10","15",
"105/07/27","52,533","752,042","14.30","14.35","14.30","14.35"," 0.00","23",
"105/07/28","12,996","186,892","14.40","14.40","14.30","14.40","+0.05","15",
"105/07/29","5,977","86,066","14.40","14.40","14.40","14.40"," 0.00","10",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

