"10410る 2701 窾             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/10/01","59,536","833,804","14.00","14.15","14.00","14.05","-0.15","16",
"104/10/02","17,933","250,961","14.00","14.05","13.95","14.00","-0.05","21",
"104/10/05","39,000","545,900","14.00","14.05","13.95","14.00"," 0.00","18",
"104/10/06","59,590","834,867","14.15","14.15","14.00","14.05","+0.05","25",
"104/10/07","38,667","545,538","14.00","14.30","14.00","14.05"," 0.00","26",
"104/10/08","21,591","305,043","14.05","14.25","14.05","14.10","+0.05","40",
"104/10/12","5,313","74,693","14.10","14.10","14.05","14.05","-0.05","16",
"104/10/13","9,956","140,624","14.20","14.20","14.05","14.05"," 0.00","21",
"104/10/14","3,021","42,541","14.05","14.10","14.05","14.10","+0.05","12",
"104/10/15","19,090","270,324","14.15","14.20","14.15","14.20","+0.10","20",
"104/10/16","17,431","248,015","14.25","14.25","14.20","14.20"," 0.00","19",
"104/10/19","70,502","1,001,573","14.20","14.30","14.20","14.20"," 0.00","29",
"104/10/20","20,299","288,127","14.20","14.20","14.20","14.20"," 0.00","13",
"104/10/21","69,981","993,727","14.20","14.25","14.20","14.25","+0.05","21",
"104/10/22","36,667","520,967","14.20","14.25","14.20","14.25"," 0.00","22",
"104/10/23","38,235","543,917","14.25","14.25","14.20","14.20","-0.05","32",
"104/10/26","39,141","556,340","14.25","14.30","14.20","14.20"," 0.00","18",
"104/10/27","17,086","242,513","14.20","14.20","14.15","14.20"," 0.00","13",
"104/10/28","14,833","210,577","14.20","14.20","14.15","14.15","-0.05","12",
"104/10/29","39,951","562,365","14.15","14.15","14.00","14.00","-0.15","23",
"104/10/30","18,574","263,110","14.20","14.25","14.05","14.05","+0.05","16",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

