"10506る 2701 窾             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/06/01","14,926","219,181","14.65","14.65","14.40","14.40","+0.05","15",
"105/06/02","565,958","8,922,396","14.40","14.40","14.35","14.35","-0.05","11",
"105/06/03","45,013","647,081","14.50","14.50","14.35","14.35"," 0.00","23",
"105/06/04","30,062","428,930","14.30","14.30","14.15","14.25","-0.10","17",
"105/06/06","31,300","446,224","14.45","14.45","14.20","14.25"," 0.00","14",
"105/06/07","11,791","168,720","14.25","14.35","14.25","14.35","+0.10","8",
"105/06/08","66,049","943,743","14.35","14.40","14.25","14.25","-0.10","23",
"105/06/13","235,057","3,327,649","14.25","14.30","13.90","14.25"," 0.00","40",
"105/06/14","14,668","208,568","14.25","14.25","14.20","14.20","-0.05","11",
"105/06/15","14,712","209,672","14.20","14.30","14.20","14.25","+0.05","14",
"105/06/16","14,769","210,803","14.30","14.30","14.25","14.25"," 0.00","16",
"105/06/17","7,328","104,092","14.25","14.25","14.25","14.25"," 0.00","10",
"105/06/20","58,109","829,549","14.25","14.30","14.20","14.25"," 0.00","38",
"105/06/21","26,498","378,395","14.25","14.40","14.25","14.35","+0.10","11",
"105/06/22","61,513","881,857","14.35","14.35","14.25","14.35"," 0.00","36",
"105/06/23","2,103,517","33,102,088","14.35","14.35","14.20","14.25","-0.10","20",
"105/06/24","23,828","338,866","14.30","14.30","14.15","14.15","-0.10","10",
"105/06/27","21,657","306,761","14.15","14.20","14.15","14.15"," 0.00","13",
"105/06/28","9,000","128,997","14.35","14.40","14.20","14.20","+0.05","12",
"105/06/29","35,877","514,651","14.30","14.40","14.20","14.20"," 0.00","22",
"105/06/30","5,914","84,773","14.35","14.40","14.30","14.30","+0.10","8",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

