"10409る 2701 窾             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/09/01","21,537","291,532","13.40","13.65","13.40","13.65"," 0.00","7",
"104/09/02","28,943","388,973","13.25","13.70","13.25","13.70","+0.05","22",
"104/09/03","33,657","458,498","13.70","13.75","13.35","13.70"," 0.00","31",
"104/09/04","30,281","409,399","13.65","13.70","13.45","13.70"," 0.00","18",
"104/09/07","58,465","803,291","13.60","13.85","13.60","13.85","+0.15","23",
"104/09/08","37,358","517,439","13.85","13.95","13.70","13.90","+0.05","19",
"104/09/09","67,964","948,794","13.95","14.05","13.90","13.90"," 0.00","41",
"104/09/10","16,509","228,774","13.80","13.90","13.75","13.90"," 0.00","7",
"104/09/11","31,427","435,789","14.05","14.05","13.80","13.80","-0.10","37",
"104/09/14","32,589","451,573","13.80","13.95","13.80","13.90","+0.10","29",
"104/09/15","35,100","489,005","13.85","14.10","13.80","14.10","+0.20","16",
"104/09/16","18,388","256,882","13.90","14.00","13.90","13.95","-0.15","11",
"104/09/17","48,609","680,243","13.95","14.05","13.90","13.90","-0.05","32",
"104/09/18","36,275","508,300","13.90","14.05","13.90","14.05","+0.15","28",
"104/09/21","58,517","814,212","13.95","14.00","13.80","14.00","-0.05","36",
"104/09/22","10,765","149,920","13.90","14.05","13.90","13.95","-0.05","9",
"104/09/23","92,503","1,292,516","13.85","14.20","13.85","14.20","+0.25","38",
"104/09/24","213,243","3,052,746","14.00","14.60","14.00","14.50","+0.30","84",
"104/09/25","39,926","567,140","14.20","14.25","14.15","14.15","-0.35","16",
"104/09/30","41,205","581,937","14.05","14.20","14.05","14.20","+0.05","20",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

