"105年08月 1734 杏輝             各日成交資訊"
"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數",
"105/08/01","131,960","3,635,202","27.60","27.80","27.40","27.50","-0.10","98",
"105/08/02","122,461","3,368,097","27.50","27.60","27.45","27.50"," 0.00","106",
"105/08/03","189,598","5,162,107","27.20","27.40","27.10","27.25","-0.25","157",
"105/08/04","89,660","2,460,234","27.30","27.60","27.30","27.35","+0.10","76",
"105/08/05","130,507","3,583,536","27.35","27.60","27.35","27.35"," 0.00","100",
"105/08/08","279,908","7,786,727","27.50","28.00","27.50","27.90","+0.55","192",
"105/08/09","194,481","5,357,702","27.90","27.90","27.40","27.55","-0.35","154",
"105/08/10","99,305","2,724,193","27.65","27.65","27.35","27.45","-0.10","88",
"105/08/11","250,629","6,816,583","27.35","27.45","27.10","27.10","-0.35","185",
"105/08/12","124,080","3,368,160","26.95","27.35","26.95","27.20","+0.10","102",
"105/08/15","103,441","2,809,007","27.20","27.30","27.05","27.20"," 0.00","87",
"105/08/16","164,362","4,449,128","27.45","27.45","26.95","27.05","-0.15","107",
"105/08/17","171,062","4,606,874","27.05","27.30","26.85","27.15","+0.10","143",
"105/08/18","76,070","2,053,129","27.05","27.05","26.90","27.05","-0.10","64",
"105/08/19","130,155","3,516,893","27.00","27.20","26.90","26.95","-0.10","101",
"105/08/22","150,760","4,059,067","27.30","27.30","26.90","26.90","-0.05","126",
"105/08/23","145,972","3,920,236","27.05","27.05","26.80","26.85","-0.05","120",
"105/08/24","181,738","4,862,732","26.85","26.90","26.70","26.70","-0.15","141",
"105/08/25","158,039","4,218,321","26.60","26.90","26.55","26.70"," 0.00","147",
"105/08/26","123,325","3,294,837","26.60","26.80","26.60","26.80","+0.10","134",
"105/08/29","231,320","6,181,856","27.00","27.00","26.60","26.70","-0.10","151",
"105/08/30","218,339","5,831,180","26.80","26.80","26.65","26.70"," 0.00","177",
"105/08/31","456,153","12,129,171","26.70","26.70","26.50","26.65","-0.05","288",
"說明:"
"符號說明:+/-/X表示漲/跌/不比價"
"當日統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。"
"ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。"

