"10412る 1731 地           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/12/01","892,425","12,982,859","14.75","14.75","14.45","14.50","+0.10","282",
"104/12/02","592,791","8,578,227","14.65","14.65","14.35","14.35","-0.15","278",
"104/12/03","309,115","4,457,454","14.30","14.55","14.30","14.35"," 0.00","171",
"104/12/04","710,922","10,352,663","14.30","14.70","14.30","14.45","+0.10","371",
"104/12/07","395,850","5,756,390","14.55","14.65","14.40","14.45"," 0.00","227",
"104/12/08","424,482","6,171,938","14.45","14.70","14.40","14.40","-0.05","242",
"104/12/09","997,148","13,552,618","14.30","14.40","13.05","13.45","-0.95","544",
"104/12/10","293,026","3,946,849","13.45","13.60","13.30","13.55","+0.10","160",
"104/12/11","462,500","6,221,317","13.45","13.60","13.30","13.30","-0.25","242",
"104/12/14","622,008","8,139,254","13.15","13.25","12.65","13.10","-0.20","238",
"104/12/15","1,223,375","16,963,900","13.05","14.20","13.05","14.05","+0.95","488",
"104/12/16","478,162","6,623,717","14.00","14.10","13.70","13.70","-0.35","203",
"104/12/17","229,022","3,156,196","13.70","13.95","13.70","13.70"," 0.00","126",
"104/12/18","137,050","1,874,278","13.70","13.80","13.60","13.70"," 0.00","85",
"104/12/21","304,026","4,103,492","13.15","13.75","13.15","13.60","-0.10","123",
"104/12/22","91,533","1,247,547","13.70","13.85","13.55","13.65","+0.05","56",
"104/12/23","184,010","2,493,033","13.65","13.70","13.40","13.40","-0.25","91",
"104/12/24","170,454","2,282,679","13.50","13.50","13.30","13.35","-0.05","107",
"104/12/25","109,141","1,465,388","13.35","13.50","13.35","13.50","+0.15","61",
"104/12/28","229,105","3,116,561","13.60","13.75","13.50","13.65","+0.15","141",
"104/12/29","111,150","1,515,431","13.65","13.70","13.55","13.65"," 0.00","73",
"104/12/30","177,625","2,419,983","13.70","13.70","13.55","13.55","-0.10","103",
"104/12/31","93,570","1,279,204","13.65","13.70","13.65","13.70","+0.15","63",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

