"10404る 1731 地           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/04/01","244,341","3,664,464","15.00","15.15","14.90","14.90","-0.25","134",
"104/04/02","181,102","2,715,836","14.85","15.10","14.85","15.10","+0.20","113",
"104/04/07","201,117","3,024,061","15.20","15.20","14.95","15.15","+0.05","176",
"104/04/08","118,062","1,781,330","15.15","15.15","15.05","15.05","-0.10","101",
"104/04/09","335,614","5,098,867","15.05","15.25","15.05","15.15","+0.10","157",
"104/04/10","374,162","5,697,892","15.30","15.35","15.15","15.15"," 0.00","152",
"104/04/13","313,262","4,770,300","15.20","15.30","15.15","15.20","+0.05","143",
"104/04/14","353,325","5,440,110","15.20","15.50","15.20","15.40","+0.20","206",
"104/04/15","477,646","7,335,111","15.50","15.55","15.25","15.30","-0.10","238",
"104/04/16","1,046,924","16,248,604","15.30","15.60","15.30","15.60","+0.30","375",
"104/04/17","394,283","6,116,956","15.60","15.60","15.45","15.50","-0.10","197",
"104/04/20","445,965","6,824,807","15.50","15.50","15.20","15.20","-0.30","155",
"104/04/21","2,344,803","33,577,842","15.20","15.40","15.10","15.15","-0.05","150",
"104/04/22","1,142,141","17,183,735","15.25","15.30","14.95","15.10","-0.05","449",
"104/04/23","943,516","14,165,090","15.00","15.15","14.95","15.00","-0.10","309",
"104/04/24","1,108,134","16,482,079","15.00","15.05","14.70","14.90","-0.10","374",
"104/04/27","1,881,090","28,382,215","14.95","15.35","14.75","15.30","+0.40","738",
"104/04/28","444,763","6,694,409","15.25","15.25","14.95","15.00","-0.30","248",
"104/04/29","274,526","4,125,256","15.00","15.10","14.95","15.00"," 0.00","139",
"104/04/30","647,107","9,882,815","15.25","15.40","15.10","15.20","+0.20","280",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

