"10506る 1731 地           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/06/01","178,156","2,453,936","13.65","13.80","13.65","13.75"," 0.00","85",
"105/06/02","190,100","2,607,069","13.85","13.85","13.60","13.60","-0.15","91",
"105/06/03","934,000","12,965,700","13.70","14.05","13.60","13.75","+0.15","373",
"105/06/04","352,479","4,832,611","13.80","13.85","13.65","13.65","-0.10","112",
"105/06/06","339,128","4,595,689","13.75","13.75","13.50","13.60","-0.05","148",
"105/06/07","196,352","2,666,802","13.60","13.65","13.55","13.60"," 0.00","112",
"105/06/08","230,175","3,114,478","13.60","13.60","13.50","13.60"," 0.00","115",
"105/06/13","675,125","9,002,066","13.50","13.50","13.30","13.35","-0.25","228",
"105/06/14","208,030","2,769,050","13.30","13.40","13.25","13.35"," 0.00","98",
"105/06/15","322,466","4,343,733","13.35","13.60","13.30","13.60","+0.25","146",
"105/06/16","155,272","2,101,671","13.55","13.60","13.50","13.50","-0.10","97",
"105/06/17","195,425","2,654,937","13.60","13.65","13.50","13.60","+0.10","100",
"105/06/20","177,349","2,415,292","13.55","13.65","13.50","13.65","+0.05","100",
"105/06/21","227,801","3,128,332","13.70","13.80","13.70","13.70","+0.05","93",
"105/06/22","193,423","2,651,221","13.70","13.75","13.65","13.70"," 0.00","86",
"105/06/23","333,636","4,589,776","13.70","13.80","13.70","13.80","+0.10","169",
"105/06/24","437,750","5,825,925","13.40","13.40","13.15","13.20","X0.00","205",
"105/06/27","107,076","1,416,649","13.30","13.30","13.20","13.20"," 0.00","62",
"105/06/28","168,930","2,242,333","13.30","13.30","13.20","13.20"," 0.00","57",
"105/06/29","132,175","1,755,358","13.25","13.30","13.25","13.25","+0.05","60",
"105/06/30","164,351","2,180,233","13.30","13.30","13.20","13.30","+0.05","72",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

