"10401る 1731 地           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/01/05","121,611","1,811,340","14.85","15.00","14.80","14.90","+0.05","60",
"104/01/06","467,534","6,865,443","14.85","14.90","14.55","14.70","-0.20","105",
"104/01/07","422,128","6,185,113","14.75","14.75","14.55","14.65","-0.05","111",
"104/01/08","254,416","3,738,121","14.70","14.75","14.65","14.65"," 0.00","69",
"104/01/09","160,350","2,355,505","14.75","14.75","14.65","14.65"," 0.00","49",
"104/01/12","559,189","8,397,961","15.00","15.20","14.90","14.90","+0.25","233",
"104/01/13","190,137","2,827,067","15.00","15.00","14.80","14.80","-0.10","110",
"104/01/14","109,109","1,626,718","14.90","14.95","14.80","14.90","+0.10","70",
"104/01/15","162,271","2,407,518","14.90","15.00","14.80","14.85","-0.05","91",
"104/01/16","171,101","2,523,298","14.85","14.85","14.65","14.75","-0.10","80",
"104/01/19","123,226","1,832,013","14.90","14.95","14.80","14.80","+0.05","93",
"104/01/20","126,128","1,866,989","14.90","14.90","14.75","14.80"," 0.00","61",
"104/01/21","117,894","1,750,003","14.95","14.95","14.80","14.85","+0.05","67",
"104/01/22","921,369","13,821,060","14.90","15.10","14.80","14.80","-0.05","223",
"104/01/23","145,580","2,165,172","14.90","14.95","14.80","14.80"," 0.00","65",
"104/01/26","94,050","1,393,889","14.90","14.90","14.75","14.80"," 0.00","52",
"104/01/27","202,127","3,013,930","14.80","15.00","14.75","14.90","+0.10","97",
"104/01/28","69,052","1,022,864","14.90","14.90","14.75","14.85","-0.05","42",
"104/01/29","28,100","417,373","14.85","14.90","14.80","14.85"," 0.00","27",
"104/01/30","201,338","3,002,900","14.95","15.00","14.80","14.85"," 0.00","81",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

