"10406る 1731 地           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/06/01","950,300","14,125,044","14.90","15.10","14.70","14.95","+0.30","310",
"104/06/02","1,126,702","17,036,713","15.10","15.25","14.95","15.10","+0.15","427",
"104/06/03","902,176","13,644,062","15.15","15.35","14.85","14.90","-0.20","409",
"104/06/04","752,201","11,089,853","15.00","15.05","14.50","14.50","-0.40","339",
"104/06/05","452,151","6,524,859","14.65","14.70","14.30","14.30","-0.20","246",
"104/06/08","414,500","5,876,250","14.40","14.40","14.05","14.10","-0.20","185",
"104/06/09","989,314","13,714,387","14.10","14.25","13.50","13.50","-0.60","295",
"104/06/10","254,189","3,481,186","13.50","13.85","13.50","13.70","+0.20","137",
"104/06/11","613,085","8,427,164","13.70","13.90","13.65","13.70"," 0.00","140",
"104/06/12","492,501","6,913,964","13.70","14.25","13.70","13.95","+0.25","246",
"104/06/15","1,108,789","15,923,824","13.95","14.70","13.95","14.20","+0.25","495",
"104/06/16","458,126","6,426,764","14.15","14.25","13.85","14.00","-0.20","169",
"104/06/17","133,000","1,865,150","14.00","14.10","13.95","14.00"," 0.00","76",
"104/06/18","171,002","2,380,678","14.00","14.00","13.85","13.90","-0.10","109",
"104/06/22","108,000","1,507,050","14.10","14.10","13.85","13.95","+0.05","61",
"104/06/23","244,030","3,430,074","14.10","14.20","14.00","14.15","+0.20","89",
"104/06/24","259,000","3,647,300","14.15","14.20","14.00","14.10","-0.05","78",
"104/06/25","185,328","2,609,356","14.15","14.20","14.00","14.05","-0.05","87",
"104/06/26","87,000","1,226,450","14.10","14.15","14.05","14.10","+0.05","46",
"104/06/29","122,025","1,720,700","14.15","14.20","14.05","14.05","-0.05","70",
"104/06/30","189,050","2,659,800","14.00","14.20","14.00","14.10","+0.05","82",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

