"10407る 3705 ッ獺             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/07/01","206,100","10,912,300","52.00","53.20","52.00","53.20","+1.10","168",
"104/07/02","140,000","7,455,900","53.50","53.50","52.80","53.50","+0.30","100",
"104/07/03","125,000","6,607,700","53.00","53.20","52.50","52.80","-0.70","112",
"104/07/06","172,106","9,085,742","53.00","53.20","52.30","52.30","-0.50","104",
"104/07/07","178,780","9,418,060","52.90","53.50","52.20","52.90","+0.60","108",
"104/07/08","249,000","12,977,800","52.30","52.50","51.60","52.00","-0.90","166",
"104/07/09","360,417","18,598,767","51.50","51.90","51.00","51.60","-0.40","191",
"104/07/13","304,361","15,550,872","50.10","51.70","50.10","51.70","X0.00","204",
"104/07/14","132,377","6,808,063","51.90","52.30","50.70","51.10","-0.60","112",
"104/07/15","112,590","5,702,993","51.10","51.10","50.40","50.60","-0.50","102",
"104/07/16","114,062","5,798,662","51.00","51.30","50.60","50.80","+0.20","75",
"104/07/17","151,001","7,733,455","51.30","51.70","50.70","51.00","+0.20","105",
"104/07/20","71,101","3,642,201","51.80","51.80","51.00","51.40","+0.40","53",
"104/07/21","100,003","5,069,851","51.30","51.40","50.10","50.50","-0.90","74",
"104/07/22","101,103","5,107,900","50.40","51.00","50.30","50.30","-0.20","68",
"104/07/23","164,001","8,219,500","50.30","50.60","49.70","50.20","-0.10","119",
"104/07/24","67,122","3,368,248","50.30","50.40","50.00","50.30","+0.10","55",
"104/07/27","255,875","12,593,584","50.30","50.30","48.65","49.80","-0.50","191",
"104/07/28","268,001","13,248,899","49.00","50.10","48.80","49.80"," 0.00","213",
"104/07/29","142,000","7,036,150","50.10","50.10","49.25","49.50","-0.30","106",
"104/07/30","82,001","4,070,653","49.30","49.90","49.30","49.45","-0.05","71",
"104/07/31","104,003","5,122,909","49.45","49.45","49.00","49.05","-0.40","81",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

