"10506る 3705 ッ獺             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/06/01","105,150","4,969,779","47.40","47.40","47.15","47.15","-0.25","87",
"105/06/02","248,863","11,724,711","47.15","47.40","46.85","46.85","-0.30","147",
"105/06/03","111,100","5,206,780","46.85","47.15","46.70","46.85"," 0.00","87",
"105/06/04","44,000","2,068,400","47.15","47.15","46.95","46.95","+0.10","29",
"105/06/06","107,819","5,026,128","47.00","47.00","46.50","46.80","-0.15","83",
"105/06/07","113,950","5,338,400","46.70","47.00","46.70","47.00","+0.20","100",
"105/06/08","202,825","9,556,025","47.10","47.30","46.85","47.10","+0.10","169",
"105/06/13","139,700","6,514,068","47.20","47.20","46.50","46.50","-0.60","118",
"105/06/14","94,100","4,375,530","46.50","46.70","46.30","46.65","+0.15","70",
"105/06/15","55,204","2,583,360","46.85","46.85","46.60","46.70","+0.05","49",
"105/06/16","298,551","13,960,865","46.75","47.30","46.25","46.95","+0.25","256",
"105/06/17","95,168","4,452,896","47.00","47.15","46.70","46.75","-0.20","93",
"105/06/20","139,479","6,517,169","47.00","47.00","46.60","46.60","-0.15","95",
"105/06/21","256,538","12,026,324","46.70","47.10","46.65","47.10","+0.50","172",
"105/06/22","245,661","11,507,445","47.20","47.30","46.70","46.75","-0.35","179",
"105/06/23","113,350","5,325,911","47.15","47.15","46.85","46.95","+0.20","106",
"105/06/24","286,950","13,375,539","46.95","46.95","46.10","46.20","-0.75","211",
"105/06/27","157,400","7,316,246","46.20","47.30","46.15","46.45","+0.25","134",
"105/06/28","87,850","4,085,722","46.75","46.75","46.30","46.60","+0.15","74",
"105/06/29","134,508","6,283,726","46.70","46.90","46.50","46.85","+0.25","103",
"105/06/30","214,467","10,134,235","47.00","47.45","46.90","47.30","+0.45","166",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

