"10410る 3705 ッ獺             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/10/01","183,006","8,343,788","45.55","45.75","45.45","45.45","-0.05","141",
"104/10/02","208,031","9,412,246","45.60","45.80","45.00","45.00","-0.45","150",
"104/10/05","115,100","5,185,754","45.20","45.30","44.80","44.80","-0.20","98",
"104/10/06","177,150","7,967,082","44.90","45.55","44.80","44.80"," 0.00","154",
"104/10/07","372,500","16,810,772","45.50","45.50","44.85","45.15","+0.35","229",
"104/10/08","265,001","11,987,399","45.55","45.55","45.05","45.20","+0.05","251",
"104/10/12","345,162","15,662,052","45.45","45.50","45.20","45.45","+0.25","250",
"104/10/13","356,361","16,283,156","45.45","45.80","45.45","45.70","+0.25","274",
"104/10/14","265,002","12,086,642","45.55","45.75","45.30","45.60","-0.10","224",
"104/10/15","258,509","11,884,427","45.45","46.50","45.45","46.50","+0.90","235",
"104/10/16","429,229","20,157,071","46.90","47.60","46.60","47.30","+0.80","343",
"104/10/19","429,577","20,296,347","47.60","47.70","46.70","47.10","-0.20","376",
"104/10/20","605,065","29,132,679","47.45","48.70","47.45","48.30","+1.20","487",
"104/10/21","732,351","35,217,498","48.60","49.10","46.75","47.90","-0.40","592",
"104/10/22","474,750","22,557,480","47.50","48.30","47.15","47.40","-0.50","338",
"104/10/23","573,465","27,261,042","48.10","48.10","47.00","47.25","-0.15","430",
"104/10/26","286,688","13,459,188","47.25","47.60","46.75","47.00","-0.25","218",
"104/10/27","232,326","10,952,182","46.90","47.35","46.85","47.30","+0.30","163",
"104/10/28","480,274","22,951,103","47.70","48.10","47.30","47.80","+0.50","390",
"104/10/29","300,425","14,241,029","47.50","47.85","47.20","47.20","-0.60","191",
"104/10/30","285,800","13,509,078","47.80","47.80","47.00","47.45","+0.25","207",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

