"10505る 3705 ッ獺             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/05/03","217,176","10,461,322","48.00","48.50","48.00","48.35","+0.25","107",
"105/05/04","102,150","4,912,321","48.30","48.30","48.00","48.10","-0.25","64",
"105/05/05","163,001","7,824,748","48.00","48.30","47.60","47.80","-0.30","68",
"105/05/06","57,633","2,762,620","47.80","48.00","47.80","47.85","+0.05","56",
"105/05/09","115,221","5,494,550","47.85","48.20","47.50","47.55","-0.30","100",
"105/05/10","95,863","4,590,926","47.55","48.25","47.50","48.00","+0.45","66",
"105/05/11","80,150","3,846,114","48.00","48.10","47.85","48.00"," 0.00","65",
"105/05/12","186,474","8,907,791","48.00","48.25","47.25","47.25","-0.75","136",
"105/05/13","750,907","34,486,775","46.80","46.80","45.50","45.50","-1.75","422",
"105/05/16","291,103","13,322,686","45.30","46.70","45.30","46.30","+0.80","158",
"105/05/17","239,266","11,075,913","46.45","46.80","45.80","46.60","+0.30","150",
"105/05/18","163,312","7,559,952","46.60","46.60","46.05","46.30","-0.30","92",
"105/05/19","151,850","7,030,365","46.30","46.55","46.15","46.20","-0.10","109",
"105/05/20","171,449","7,962,077","46.05","46.95","45.90","46.75","+0.55","128",
"105/05/23","264,164","12,383,094","46.70","47.15","46.40","46.90","+0.15","221",
"105/05/24","229,935","10,705,736","46.90","47.00","46.35","46.45","-0.45","180",
"105/05/25","226,450","10,538,271","46.55","46.70","46.50","46.50","+0.05","159",
"105/05/26","193,374","9,010,177","46.50","46.75","46.50","46.50"," 0.00","129",
"105/05/27","136,622","6,358,864","46.50","46.70","46.45","46.65","+0.15","102",
"105/05/30","395,797","18,569,497","46.65","47.20","46.50","47.05","+0.40","248",
"105/05/31","314,609","14,809,613","47.05","47.40","46.60","47.40","+0.35","212",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

