"10403る 3705 ッ獺             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/03/02","581,863","31,431,354","54.60","54.60","53.80","53.90","-0.60","174",
"104/03/03","188,121","10,203,957","54.00","54.50","54.00","54.40","+0.50","124",
"104/03/04","130,481","7,064,813","54.30","54.40","53.90","54.00","-0.40","90",
"104/03/05","102,410","5,539,902","53.80","54.40","53.80","54.20","+0.20","83",
"104/03/06","186,250","10,131,471","54.20","54.60","54.20","54.60","+0.40","108",
"104/03/09","128,200","6,938,399","54.20","54.30","54.00","54.10","-0.50","103",
"104/03/10","146,216","7,906,542","54.10","54.50","53.80","53.90","-0.20","123",
"104/03/11","225,100","12,112,800","53.70","54.20","53.50","54.00","+0.10","185",
"104/03/12","134,511","7,256,892","54.40","54.40","53.80","53.90","-0.10","122",
"104/03/13","337,103","18,207,882","53.90","54.30","53.80","54.20","+0.30","205",
"104/03/16","196,401","10,659,847","54.30","54.40","54.00","54.10","-0.10","124",
"104/03/17","383,202","20,787,488","54.10","54.70","54.00","54.00","-0.10","248",
"104/03/18","221,389","12,017,959","54.00","54.50","54.00","54.30","+0.30","112",
"104/03/19","314,524","17,121,652","54.20","54.70","54.10","54.50","+0.20","279",
"104/03/20","598,326","32,700,861","54.50","54.80","54.30","54.80","+0.30","357",
"104/03/23","775,008","42,935,534","54.90","55.80","54.80","55.60","+0.80","498",
"104/03/24","518,045","28,939,891","55.60","56.20","55.60","55.70","+0.10","346",
"104/03/25","371,169","20,724,420","55.70","56.10","55.40","55.50","-0.20","263",
"104/03/26","375,432","20,789,419","55.10","55.80","54.70","55.80","+0.30","225",
"104/03/27","420,218","23,250,490","55.50","56.10","54.60","55.00","-0.80","270",
"104/03/30","287,600","15,925,555","55.40","55.80","55.10","55.20","+0.20","218",
"104/03/31","563,470","30,829,483","55.40","55.40","54.30","54.80","-0.40","349",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

