"10409る 3705 ッ獺             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/09/01","116,620","5,089,037","43.55","44.20","43.20","43.50","+0.40","98",
"104/09/02","128,005","5,534,385","42.50","43.80","42.50","43.80","+0.30","119",
"104/09/03","141,003","6,227,344","44.00","44.40","43.80","44.30","+0.50","120",
"104/09/04","167,000","7,372,650","44.30","44.75","43.80","43.90","-0.40","154",
"104/09/07","52,201","2,306,148","43.90","44.40","43.55","44.05","+0.15","42",
"104/09/08","75,000","3,349,250","44.40","44.90","44.40","44.40","+0.35","66",
"104/09/09","136,315","6,141,093","44.90","45.35","44.80","45.00","+0.60","112",
"104/09/10","194,415","8,860,629","45.00","45.90","45.00","45.85","+0.85","150",
"104/09/11","166,398","7,564,306","45.40","45.80","45.25","45.45","-0.40","131",
"104/09/14","79,656","3,620,090","45.50","45.95","45.10","45.50","+0.05","74",
"104/09/15","68,471","3,120,226","45.40","45.85","45.40","45.45","-0.05","69",
"104/09/16","277,550","12,747,300","45.75","46.25","45.60","45.90","+0.45","229",
"104/09/17","324,600","14,975,200","46.80","46.80","45.60","45.60","-0.30","220",
"104/09/18","277,061","12,736,412","45.60","46.10","45.60","45.80","+0.20","194",
"104/09/21","318,500","14,377,898","45.80","45.80","45.00","45.30","-0.50","148",
"104/09/22","208,951","9,424,685","45.60","45.60","44.90","45.00","-0.30","122",
"104/09/23","430,842","19,542,890","45.60","45.75","45.00","45.00"," 0.00","277",
"104/09/24","283,160","12,724,307","45.00","45.50","44.80","45.05","+0.05","189",
"104/09/25","219,150","9,812,525","44.80","45.10","44.50","45.10","+0.05","150",
"104/09/30","358,002","16,217,796","44.85","45.65","44.85","45.50","+0.40","263",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

