"10411る 3705 ッ獺             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/11/02","153,308","7,273,884","47.70","47.70","47.00","47.50","+0.05","138",
"104/11/03","308,167","14,650,348","47.50","48.00","47.15","47.50"," 0.00","242",
"104/11/04","330,776","15,756,486","47.55","47.90","47.30","47.30","-0.20","216",
"104/11/05","153,550","7,335,950","47.40","48.00","47.35","48.00","+0.70","142",
"104/11/06","150,200","7,140,360","48.10","48.20","47.15","47.20","-0.80","115",
"104/11/09","199,073","9,372,137","47.15","47.60","46.60","46.90","-0.30","125",
"104/11/10","161,250","7,498,935","47.15","47.15","46.30","46.45","-0.45","110",
"104/11/11","122,050","5,657,904","46.45","46.70","46.05","46.05","-0.40","96",
"104/11/12","189,513","8,682,599","46.00","46.40","45.60","45.75","-0.30","150",
"104/11/13","216,124","9,957,043","45.75","46.35","45.75","46.25","+0.50","157",
"104/11/16","247,201","11,256,800","44.30","45.90","44.30","45.50","-0.75","189",
"104/11/17","327,150","15,211,032","45.95","46.70","45.95","46.35","+0.85","253",
"104/11/18","556,215","26,300,860","46.60","47.70","46.40","47.30","+0.95","422",
"104/11/19","1,163,195","57,034,311","47.95","50.50","47.65","49.00","+1.70","853",
"104/11/20","944,690","46,585,194","49.30","49.90","48.60","49.45","+0.45","698",
"104/11/23","1,633,515","82,663,909","50.30","51.80","49.65","50.00","+0.55","1,090",
"104/11/24","770,092","38,552,950","50.20","50.50","49.65","50.10","+0.10","539",
"104/11/25","1,125,097","57,055,497","50.10","51.80","49.65","51.20","+1.10","734",
"104/11/26","793,707","40,477,657","51.50","51.90","50.40","51.30","+0.10","486",
"104/11/27","1,533,051","78,757,700","51.50","52.40","49.85","50.00","-1.30","961",
"104/11/30","807,626","40,607,161","49.85","51.20","49.40","50.40","+0.40","541",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

