"10403る 2702 地堕             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/03/02","5,552","90,491","16.30","16.35","16.30","16.30","-0.05","9",
"104/03/03","9,434","153,330","16.25","16.30","16.25","16.25","-0.05","7",
"104/03/04","54,374","880,569","16.25","16.25","16.15","16.15","-0.10","34",
"104/03/05","26,854","434,192","16.15","16.25","16.15","16.25","+0.10","14",
"104/03/06","14,760","240,647","16.25","16.25","16.25","16.25"," 0.00","12",
"104/03/09","6,100","99,279","16.25","16.30","16.25","16.30","+0.05","7",
"104/03/10","5,408","88,007","16.30","16.30","16.30","16.30"," 0.00","9",
"104/03/11","14,359","232,679","16.20","16.30","16.15","16.15","-0.15","16",
"104/03/12","20,798","337,436","16.30","16.30","16.20","16.25","+0.10","16",
"104/03/13","6,767","110,223","16.30","16.30","16.30","16.30","+0.05","10",
"104/03/16","36,485","598,504","16.30","16.45","16.30","16.40","+0.10","30",
"104/03/17","50,526","832,625","16.40","16.50","16.40","16.45","+0.05","35",
"104/03/18","10,258","168,302","16.45","16.50","16.40","16.40","-0.05","14",
"104/03/19","63,084","1,037,275","16.40","16.60","16.35","16.45","+0.05","45",
"104/03/20","44,800","738,578","16.50","16.60","16.40","16.45"," 0.00","34",
"104/03/23","23,154","382,624","16.50","16.55","16.45","16.50","+0.05","19",
"104/03/24","35,487","586,485","16.50","16.55","16.50","16.55","+0.05","20",
"104/03/25","33,515","549,653","16.55","16.55","16.40","16.40","-0.15","29",
"104/03/26","6,646","109,508","16.50","16.50","16.40","16.40"," 0.00","11",
"104/03/27","58,027","953,542","16.50","16.50","16.35","16.50","+0.10","29",
"104/03/30","28,025","463,513","16.55","16.55","16.50","16.55","+0.05","21",
"104/03/31","32,221","530,201","16.55","16.60","16.40","16.40","-0.15","22",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

