"10503る 2702 地堕             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/03/01","53,500","834,499","15.60","15.70","15.45","15.70"," 0.00","34",
"105/03/02","39,080","610,246","15.60","15.65","15.55","15.60","-0.10","29",
"105/03/03","58,521","914,076","15.60","15.65","15.55","15.65","+0.05","37",
"105/03/04","262,808","4,200,456","15.90","16.25","15.85","16.25","+0.60","130",
"105/03/07","437,558","7,507,686","17.45","17.45","16.80","17.10","+0.85","248",
"105/03/08","156,891","2,645,644","17.10","17.15","16.65","16.65","-0.45","81",
"105/03/09","214,676","3,655,137","16.80","17.25","16.70","17.05","+0.40","118",
"105/03/10","137,247","2,333,449","17.05","17.15","16.85","16.90","-0.15","74",
"105/03/11","526,530","9,302,173","16.95","18.20","16.95","17.85","+0.95","298",
"105/03/14","212,506","3,778,776","17.95","18.00","17.50","17.80","-0.05","135",
"105/03/15","224,726","3,975,792","18.05","18.10","17.10","17.10","-0.70","102",
"105/03/16","151,879","2,651,592","17.25","17.70","17.15","17.55","+0.45","62",
"105/03/17","107,865","1,892,149","17.80","17.90","17.30","17.50","-0.05","53",
"105/03/18","61,499","1,074,981","17.50","17.60","17.30","17.50"," 0.00","43",
"105/03/21","62,599","1,084,670","17.50","17.65","17.10","17.60","+0.10","47",
"105/03/22","111,999","1,936,482","17.25","17.55","17.20","17.20","-0.40","49",
"105/03/23","60,992","1,037,314","17.10","17.15","16.90","16.95","-0.25","43",
"105/03/24","56,392","954,103","16.80","17.00","16.80","16.95"," 0.00","27",
"105/03/25","424,504","6,913,063","17.00","17.10","15.90","16.20","-0.75","177",
"105/03/28","178,444","2,855,854","15.85","16.25","15.85","15.90","-0.30","82",
"105/03/29","67,864","1,076,136","15.90","16.00","15.80","16.00","+0.10","35",
"105/03/30","48,848","782,581","16.25","16.25","16.00","16.00"," 0.00","25",
"105/03/31","15,000","240,000","16.00","16.05","15.95","15.95","-0.05","11",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

