"10507る 2702 地堕             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/07/01","30,331","500,611","16.50","16.60","16.35","16.55"," 0.00","19",
"105/07/04","9,000","148,900","16.55","16.55","16.50","16.50","-0.05","3",
"105/07/05","11,298","186,886","16.60","16.60","16.50","16.50"," 0.00","14",
"105/07/06","10,344","170,491","16.50","16.50","16.45","16.45","-0.05","10",
"105/07/07","21,010","352,216","16.95","16.95","16.60","16.70","+0.25","16",
"105/07/11","11,000","183,500","16.70","16.75","16.50","16.75","+0.05","8",
"105/07/12","9,862","164,223","16.55","16.70","16.55","16.65","-0.10","8",
"105/07/13","9,008","149,882","16.65","16.65","16.55","16.65"," 0.00","8",
"105/07/14","16,657","277,340","16.60","16.85","16.60","16.60","-0.05","16",
"105/07/15","13,387","223,373","16.70","16.75","16.60","16.75","+0.15","16",
"105/07/18","29,575","491,637","16.75","16.75","16.55","16.65","-0.10","20",
"105/07/19","8,801","146,365","16.65","16.70","16.60","16.60","-0.05","10",
"105/07/20","13,549","224,680","16.60","16.60","16.55","16.55","-0.05","8",
"105/07/21","15,500","257,198","16.65","16.65","16.50","16.65","+0.10","12",
"105/07/22","8,700","144,249","16.60","16.60","16.55","16.60","-0.05","10",
"105/07/25","8,000","133,400","16.90","16.90","16.50","16.70","+0.10","7",
"105/07/26","12,000","200,150","16.70","16.75","16.60","16.60","-0.10","6",
"105/07/27","32,256","534,696","16.60","16.70","16.50","16.55","-0.05","26",
"105/07/28","5,213","86,414","16.50","16.65","16.50","16.55"," 0.00","7",
"105/07/29","8,214","136,452","16.50","16.65","16.50","16.65","+0.10","10",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

