"10406る 2702 地堕             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/06/01","17,367","287,587","16.55","16.75","16.50","16.50","-0.05","10",
"104/06/02","64,496","1,070,183","16.70","16.70","16.50","16.55","+0.05","41",
"104/06/03","53,201","874,236","16.60","16.60","16.40","16.40","-0.15","31",
"104/06/04","86,415","1,401,859","16.40","16.40","16.00","16.00","-0.40","61",
"104/06/05","87,298","1,384,973","16.00","16.00","15.70","15.80","-0.20","59",
"104/06/08","25,782","408,464","15.80","16.20","15.75","15.75","-0.05","20",
"104/06/09","75,202","1,190,948","16.10","16.10","15.65","15.70","-0.05","40",
"104/06/10","23,250","366,436","15.85","15.90","15.70","15.75","+0.05","19",
"104/06/11","23,658","371,948","15.95","15.95","15.65","15.80","+0.05","21",
"104/06/12","32,686","514,750","15.70","15.80","15.70","15.70","-0.10","28",
"104/06/15","21,295","337,496","15.85","15.95","15.75","15.80","+0.10","20",
"104/06/16","56,030","885,574","15.70","15.85","15.70","15.85","+0.05","18",
"104/06/17","25,175","396,847","15.85","15.85","15.70","15.70","-0.15","20",
"104/06/18","23,025","362,848","15.70","15.80","15.70","15.80","+0.10","13",
"104/06/22","46,767","736,690","15.75","15.85","15.75","15.80"," 0.00","25",
"104/06/23","43,172","685,732","15.90","16.00","15.80","16.00","+0.20","41",
"104/06/24","44,224","711,555","16.00","16.20","16.00","16.05","+0.05","35",
"104/06/25","69,600","1,126,549","16.20","16.35","16.00","16.35","+0.30","31",
"104/06/26","31,000","505,550","16.25","16.40","16.25","16.30","-0.05","18",
"104/06/29","55,143","884,330","16.25","16.30","15.85","16.20","-0.10","33",
"104/06/30","32,621","524,372","15.85","16.30","15.80","16.20"," 0.00","18",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

