"10408る 2702 地堕             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/08/03","26,345","425,570","16.30","16.30","16.00","16.00","-0.10","20",
"104/08/04","19,045","304,673","16.00","16.20","15.90","16.20","+0.20","19",
"104/08/05","27,000","431,250","16.00","16.20","15.90","16.00","-0.20","14",
"104/08/06","27,000","435,250","16.20","16.20","16.00","16.00"," 0.00","15",
"104/08/07","14,060","226,219","15.95","16.15","15.95","16.15","+0.15","11",
"104/08/10","51,155","816,252","16.00","16.10","15.80","16.00","-0.15","36",
"104/08/11","21,910","349,060","16.00","16.10","15.85","15.85","-0.15","21",
"104/08/12","96,494","1,520,704","15.95","15.95","15.65","15.65","-0.20","64",
"104/08/13","30,550","451,515","14.75","14.80","14.75","14.80","X0.00","24",
"104/08/14","11,000","163,150","14.85","14.85","14.80","14.80"," 0.00","7",
"104/08/17","19,000","282,550","14.85","14.90","14.80","14.90","+0.10","11",
"104/08/18","10,492","155,780","14.90","14.90","14.80","14.80","-0.10","11",
"104/08/19","73,000","1,063,500","14.80","14.85","14.10","14.50","-0.30","37",
"104/08/20","24,000","347,750","14.60","14.70","14.30","14.55","+0.05","18",
"104/08/21","23,465","337,453","14.55","14.55","14.30","14.30","-0.25","12",
"104/08/24","82,293","1,106,854","14.25","14.25","13.00","13.60","-0.70","47",
"104/08/25","39,090","524,974","13.55","13.60","13.30","13.60"," 0.00","27",
"104/08/26","7,007","95,896","13.70","13.70","13.60","13.70","+0.10","6",
"104/08/27","26,641","369,945","13.55","14.40","13.55","13.85","+0.15","23",
"104/08/28","60,495","833,280","13.80","13.85","13.60","13.85"," 0.00","35",
"104/08/31","22,368","308,378","13.85","13.85","13.75","13.80","-0.05","18",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

