"10501る 2702 地堕             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/01/04","115,219","1,792,666","15.60","15.65","15.45","15.65","+0.05","48",
"105/01/05","124,671","1,977,786","15.50","16.20","15.50","16.10","+0.45","102",
"105/01/06","118,172","1,849,574","15.65","15.90","15.55","15.55","-0.55","66",
"105/01/07","103,621","1,581,638","15.50","15.70","15.05","15.35","-0.20","53",
"105/01/08","75,802","1,177,539","15.30","15.60","15.30","15.45","+0.10","40",
"105/01/11","52,956","819,321","15.40","15.55","15.40","15.50","+0.05","27",
"105/01/12","63,000","972,200","15.60","15.65","15.30","15.55","+0.05","32",
"105/01/13","63,085","982,712","15.55","15.70","15.45","15.45","-0.10","28",
"105/01/14","46,481","716,704","15.30","15.70","15.30","15.35","-0.10","30",
"105/01/15","101,000","1,543,700","15.35","15.35","15.20","15.35"," 0.00","47",
"105/01/18","33,134","508,912","15.30","15.50","15.30","15.50","+0.15","27",
"105/01/19","44,415","684,573","15.50","15.65","15.30","15.65","+0.15","27",
"105/01/20","56,105","862,571","15.65","15.65","15.30","15.30","-0.35","28",
"105/01/21","38,000","589,900","15.25","15.65","15.25","15.55","+0.25","26",
"105/01/22","34,067","533,395","15.65","15.80","15.55","15.65","+0.10","26",
"105/01/25","23,748","370,293","15.60","15.75","15.50","15.65"," 0.00","19",
"105/01/26","56,181","864,037","15.65","15.65","15.30","15.50","-0.15","42",
"105/01/27","72,000","1,098,450","15.40","15.55","15.15","15.15","-0.35","46",
"105/01/28","35,103","533,420","15.15","15.25","15.10","15.25","+0.10","24",
"105/01/29","57,293","868,053","15.25","15.25","15.10","15.25"," 0.00","30",
"105/01/30","21,665","329,890","15.25","15.30","15.15","15.25"," 0.00","18",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

