"106年11月 1789 神隆             各日成交資訊"
"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數",
"106/11/01","365,480","12,235,546","33.45","33.65","33.35","33.45","+0.15","310",
"106/11/02","579,652","19,567,273","33.45","33.85","33.40","33.80","+0.35","474",
"106/11/03","430,600","14,541,569","33.90","33.95","33.65","33.75","-0.05","336",
"106/11/06","1,073,560","36,534,629","33.90","34.25","33.85","34.20","+0.45","693",
"106/11/07","1,012,204","34,305,787","34.20","34.20","33.75","33.75","-0.45","583",
"106/11/08","1,463,814","49,043,484","33.75","34.00","33.20","33.60","-0.15","906",
"106/11/09","3,122,138","107,110,549","33.50","34.75","33.50","34.55","+0.95","1,678",
"106/11/10","10,586,979","377,985,456","35.05","36.50","34.95","36.50","+1.95","5,260",
"106/11/13","5,527,267","203,116,823","37.45","37.45","36.00","36.30","-0.20","3,162",
"106/11/14","2,055,746","74,719,002","36.35","37.00","36.00","36.15","-0.15","1,370",
"106/11/15","2,625,084","93,184,648","36.00","36.00","35.20","35.70","-0.45","1,605",
"106/11/16","1,433,267","50,523,539","35.55","35.60","35.10","35.15","-0.55","848",
"106/11/17","1,113,959","39,155,050","35.40","35.60","35.00","35.00","-0.15","655",
"106/11/20","2,110,995","75,867,750","35.15","36.40","35.15","36.10","+1.10","1,376",
"106/11/21","1,365,372","48,917,570","36.10","36.30","35.65","35.85","-0.25","829",
"106/11/22","1,341,655","47,818,206","36.00","36.15","35.10","35.60","-0.25","784",
"106/11/23","634,174","22,553,756","35.80","35.80","35.40","35.45","-0.15","389",
"106/11/24","682,689","24,164,946","35.60","35.70","35.25","35.35","-0.10","439",
"106/11/27","863,470","30,467,986","35.50","35.70","35.15","35.15","-0.20","432",
"106/11/28","889,133","31,611,914","35.25","35.80","35.25","35.55","+0.40","560",
"106/11/29","722,198","25,667,987","35.75","35.85","35.40","35.60","+0.05","486",
"106/11/30","697,529","24,755,420","35.50","35.70","35.25","35.40","-0.20","456",
"說明:"
"符號說明:+/-/X表示漲/跌/不比價"
"當日統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。"
"ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。"

