"104年12月 1707 葡萄王           各日成交資訊"
"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數",
"104/12/01","2,378,795","499,333,755","208.50","213.50","207.50","208.50","+0.50","1,832",
"104/12/02","2,935,001","621,283,710","210.00","215.50","207.50","209.00","+0.50","2,212",
"104/12/03","2,805,858","573,602,816","209.00","210.00","200.50","200.50","-8.50","2,334",
"104/12/04","3,225,776","631,895,872","198.00","201.00","193.00","196.50","-4.00","2,666",
"104/12/07","1,540,854","303,786,300","197.50","199.50","195.50","196.50"," 0.00","1,315",
"104/12/08","1,264,213","249,074,165","196.50","199.00","194.50","196.50"," 0.00","1,035",
"104/12/09","2,192,329","417,690,510","196.00","198.50","185.50","188.50","-8.00","1,720",
"104/12/10","1,136,941","215,599,436","189.50","192.50","185.00","191.50","+3.00","917",
"104/12/11","1,695,240","321,830,380","194.00","195.50","185.00","185.50","-6.00","1,360",
"104/12/14","1,735,201","316,680,484","183.00","185.00","180.50","182.50","-3.00","1,389",
"104/12/15","1,622,876","301,657,188","184.00","188.00","184.00","186.00","+3.50","1,251",
"104/12/16","1,297,638","242,243,806","188.00","189.00","185.00","185.00","-1.00","1,082",
"104/12/17","1,734,862","327,304,418","186.00","191.50","185.50","188.00","+3.00","1,444",
"104/12/18","932,853","173,422,658","188.00","188.00","185.00","185.00","-3.00","813",
"104/12/21","641,800","119,081,300","184.00","186.50","184.00","184.50","-0.50","575",
"104/12/22","856,812","158,657,720","184.00","188.00","184.00","184.00","-0.50","690",
"104/12/23","1,591,093","290,256,926","186.00","186.00","180.00","181.00","-3.00","1,241",
"104/12/24","1,725,491","312,115,880","183.50","184.50","178.50","179.00","-2.00","1,372",
"104/12/25","580,890","104,201,028","180.00","181.00","178.00","181.00","+2.00","546",
"104/12/28","446,923","80,548,667","181.50","182.50","179.50","179.50","-1.50","422",
"104/12/29","422,828","76,005,947","179.50","180.50","179.00","179.50"," 0.00","403",
"104/12/30","417,980","75,182,920","180.00","181.50","179.00","179.50"," 0.00","390",
"104/12/31","1,891,263","342,545,629","178.50","185.00","175.50","183.00","+3.50","1,238",
"說明:"
"符號說明:+/-/X表示漲/跌/不比價"
"當日統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。"

