"10410る 4737 地約             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/10/01","38,000","1,884,150","50.70","50.70","49.05","49.75","-0.25","36",
"104/10/02","38,000","1,889,550","49.85","49.90","49.50","49.80","+0.05","24",
"104/10/05","18,000","892,650","49.80","50.00","49.30","49.40","-0.40","13",
"104/10/06","35,000","1,730,150","49.60","50.00","49.00","49.10","-0.30","31",
"104/10/07","48,000","2,355,550","49.65","49.65","49.00","49.30","+0.20","27",
"104/10/08","37,000","1,818,150","49.00","49.70","49.00","49.10","-0.20","27",
"104/10/12","20,000","968,600","49.15","49.15","47.70","48.50","-0.60","19",
"104/10/13","36,497","1,769,554","49.20","49.20","48.10","48.55","+0.05","32",
"104/10/14","39,000","1,885,500","48.55","48.55","48.10","48.50","-0.05","28",
"104/10/15","12,859","626,317","48.90","48.90","48.55","48.60","+0.10","13",
"104/10/16","29,000","1,409,850","48.70","48.70","48.60","48.70","+0.10","24",
"104/10/19","430,794","22,663,377","48.90","53.50","48.90","53.50","+4.80","266",
"104/10/20","710,210","39,873,207","54.80","58.00","54.30","54.80","+1.30","485",
"104/10/21","150,057","8,174,882","55.10","56.00","53.90","54.30","-0.50","108",
"104/10/22","74,016","4,003,964","54.30","55.40","53.80","54.20","-0.10","63",
"104/10/23","65,413","3,572,842","54.30","55.00","54.30","54.40","+0.20","53",
"104/10/26","37,774","2,040,563","54.50","54.70","53.10","54.10","-0.30","35",
"104/10/27","46,000","2,467,000","54.10","54.10","53.10","53.40","-0.70","39",
"104/10/28","34,000","1,831,300","53.40","54.40","53.40","54.00","+0.60","26",
"104/10/29","37,000","2,011,000","54.60","54.70","53.80","53.80","-0.20","30",
"104/10/30","33,200","1,769,160","53.60","53.90","52.50","53.30","-0.50","28",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

