"10505る 4737 地約             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/05/03","32,000","1,452,400","45.30","46.00","45.00","45.80","-1.20","30",
"105/05/04","12,000","552,200","46.00","46.20","45.80","45.80"," 0.00","11",
"105/05/05","8,001","366,546","45.80","45.90","45.80","45.90","+0.10","5",
"105/05/06","3,000","137,800","45.90","46.00","45.90","46.00","+0.10","3",
"105/05/09","18,772","868,199","46.50","46.80","46.00","46.70","+0.70","15",
"105/05/10","39,000","1,884,450","46.70","49.90","46.70","48.50","+1.80","32",
"105/05/11","10,819","512,111","47.55","47.55","47.30","47.30","-1.20","13",
"105/05/12","8,010","375,566","47.00","47.30","46.80","46.80","-0.50","7",
"105/05/13","29,636","1,340,214","47.00","47.00","44.40","46.00","-0.80","30",
"105/05/16","17,216","792,829","46.40","46.40","45.50","46.30","+0.30","16",
"105/05/17","14,000","657,850","46.30","47.45","46.30","47.20","+0.90","11",
"105/05/18","36,000","1,739,700","48.90","48.90","47.20","47.20"," 0.00","31",
"105/05/19","16,000","737,300","47.00","47.00","45.60","45.60","-1.60","10",
"105/05/20","25,000","1,144,850","47.00","47.00","45.00","46.40","+0.80","20",
"105/05/23","60,907","2,873,929","47.00","48.75","46.45","47.10","+0.70","58",
"105/05/24","42,000","1,939,250","46.55","46.60","46.00","46.00","-1.10","33",
"105/05/25","20,000","933,500","46.45","47.10","46.40","46.55","+0.55","20",
"105/05/26","47,005","2,183,983","46.55","46.55","46.30","46.50","-0.05","30",
"105/05/27","10,000","465,000","46.50","46.50","46.50","46.50"," 0.00","1",
"105/05/30","204,377","10,131,864","48.50","51.10","47.50","51.10","+4.60","151",
"105/05/31","288,565","15,361,645","53.10","54.70","52.00","53.30","+2.20","241",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

