"10501る 4737 地約             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/01/04","64,000","3,818,000","60.40","60.40","59.00","59.00","-0.20","53",
"105/01/05","134,025","7,720,051","59.80","59.80","56.50","57.00","-2.00","112",
"105/01/06","163,050","9,049,250","58.20","58.20","53.40","55.70","-1.30","105",
"105/01/07","195,050","10,513,745","56.00","56.00","52.50","53.00","-2.70","134",
"105/01/08","100,002","5,353,316","52.70","54.70","52.50","53.70","+0.70","85",
"105/01/11","102,227","5,507,485","54.60","54.60","53.00","53.70"," 0.00","89",
"105/01/12","79,300","4,164,380","54.40","54.40","50.20","51.30","-2.40","70",
"105/01/13","39,000","2,026,200","51.50","52.50","51.30","51.80","+0.50","28",
"105/01/14","57,113","2,910,085","50.70","51.40","50.70","51.20","-0.60","51",
"105/01/15","44,000","2,289,800","52.40","52.40","51.70","51.90","+0.70","38",
"105/01/18","46,100","2,437,120","51.90","54.50","51.90","53.50","+1.60","36",
"105/01/19","46,058","2,472,985","54.00","54.20","53.00","53.50"," 0.00","40",
"105/01/20","57,002","2,961,403","53.50","53.50","51.00","51.10","-2.40","49",
"105/01/21","74,772","3,811,231","50.70","51.60","50.70","50.70","-0.40","56",
"105/01/22","21,000","1,073,400","51.90","52.00","50.60","50.60","-0.10","21",
"105/01/25","71,260","3,762,550","51.00","53.60","51.00","52.80","+2.20","57",
"105/01/26","27,553","1,429,679","52.50","52.50","51.60","51.70","-1.10","25",
"105/01/27","77,012","4,022,412","52.50","52.90","51.80","51.80","+0.10","61",
"105/01/28","23,009","1,192,459","51.80","52.00","51.60","51.60","-0.20","31",
"105/01/29","22,020","1,145,340","51.70","52.20","51.60","52.00","+0.40","38",
"105/01/30","37,000","1,978,400","52.90","54.00","52.90","53.50","+1.50","31",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

