"10403る 4737 地約             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/03/02","167,620","7,380,539","43.45","44.60","43.00","44.00","+1.15","129",
"104/03/03","161,400","7,127,400","44.60","44.60","44.00","44.10","+0.10","86",
"104/03/04","84,273","3,739,789","44.00","44.60","44.00","44.40","+0.30","59",
"104/03/05","285,370","13,092,381","44.60","46.50","44.50","46.00","+1.60","207",
"104/03/06","156,819","7,273,205","46.55","46.75","46.20","46.40","+0.40","117",
"104/03/09","142,036","6,643,772","46.50","47.10","46.50","46.75","+0.35","107",
"104/03/10","80,629","3,799,623","46.85","47.45","46.80","47.10","+0.35","67",
"104/03/11","135,001","6,218,245","47.00","47.00","45.50","45.80","-1.30","96",
"104/03/12","63,049","2,922,818","45.80","46.90","45.80","46.30","+0.50","52",
"104/03/13","74,047","3,452,680","46.50","46.95","46.40","46.40","+0.10","51",
"104/03/16","93,365","4,369,148","46.40","47.20","46.40","46.60","+0.20","63",
"104/03/17","167,465","7,922,866","47.00","47.75","46.80","46.90","+0.30","110",
"104/03/18","106,659","5,046,753","47.25","47.50","47.15","47.25","+0.35","72",
"104/03/19","467,750","23,101,720","47.60","50.50","47.55","50.50","+3.25","350",
"104/03/20","813,799","43,096,646","50.50","54.00","50.50","54.00","+3.50","546",
"104/03/23","873,596","48,111,442","55.00","56.30","53.00","53.40","-0.60","633",
"104/03/24","257,455","13,677,840","53.50","54.00","52.50","53.70","+0.30","206",
"104/03/25","272,100","14,795,900","53.70","55.20","53.70","54.00","+0.30","196",
"104/03/26","303,560","16,412,077","54.00","55.50","51.00","55.50","+1.50","222",
"104/03/27","809,101","46,381,334","56.00","58.50","56.00","56.80","+1.30","564",
"104/03/30","333,427","18,163,231","57.00","57.20","53.00","53.20","-3.60","251",
"104/03/31","218,667","11,414,614","54.00","54.00","51.00","52.20","-1.00","180",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

