"10407る 4737 地約             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/07/01","75,365","4,622,465","60.60","61.70","60.60","61.40","+0.80","66",
"104/07/02","98,520","6,103,187","62.10","62.50","61.50","62.40","+1.00","76",
"104/07/03","133,000","8,285,400","62.40","62.70","61.70","62.60","+0.20","80",
"104/07/06","127,000","8,035,100","62.60","64.00","62.60","63.10","+0.50","94",
"104/07/07","142,255","9,089,938","63.40","64.70","63.30","63.30","+0.20","94",
"104/07/08","185,000","11,376,500","63.30","63.60","60.30","62.00","-1.30","132",
"104/07/09","134,256","8,076,587","60.60","60.90","59.10","60.40","-1.60","86",
"104/07/13","70,364","4,347,621","61.30","62.10","61.20","61.90","+1.50","52",
"104/07/14","51,999","3,259,936","62.00","63.00","62.00","62.40","+0.50","50",
"104/07/15","82,723","5,210,287","62.40","63.30","62.40","62.70","+0.30","54",
"104/07/16","54,276","3,414,666","63.50","63.50","62.50","62.50","-0.20","37",
"104/07/17","73,539","4,641,194","62.50","63.50","62.50","62.60","+0.10","53",
"104/07/20","325,682","21,457,360","63.30","68.00","63.30","65.20","+2.60","243",
"104/07/21","185,177","11,701,185","66.00","66.00","61.50","61.50","-3.70","139",
"104/07/22","127,243","7,984,789","61.60","63.60","61.60","62.10","+0.60","96",
"104/07/23","73,000","4,536,000","62.20","63.40","61.50","62.00","-0.10","47",
"104/07/24","36,546","2,260,133","62.10","62.70","61.50","61.60","-0.40","30",
"104/07/27","252,270","15,793,694","61.60","63.60","61.40","61.60"," 0.00","166",
"104/07/28","156,189","9,750,618","63.20","63.20","61.50","62.10","+0.50","106",
"104/07/29","348,350","22,346,800","63.60","65.00","62.60","64.30","+2.20","247",
"104/07/30","648,117","43,665,056","65.10","68.80","65.00","68.00","+3.70","459",
"104/07/31","658,922","45,574,441","68.80","70.50","66.50","66.50","-1.50","481",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

