"10401る 4737 地約             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/01/05","49,682","2,169,500","44.20","44.20","43.30","43.80","-0.60","36",
"104/01/06","46,325","2,017,254","43.50","44.00","43.45","43.50","-0.30","35",
"104/01/07","62,369","2,697,990","43.75","43.75","42.70","43.10","-0.40","54",
"104/01/08","142,436","6,260,884","43.10","44.75","43.00","44.30","+1.20","134",
"104/01/09","125,123","5,588,760","44.85","45.30","44.35","44.50","+0.20","95",
"104/01/12","124,901","5,609,795","44.60","45.20","44.60","45.05","+0.55","94",
"104/01/13","71,635","3,221,813","45.30","45.35","44.60","45.00","-0.05","60",
"104/01/14","59,300","2,647,939","45.30","45.30","44.50","44.60","-0.40","41",
"104/01/15","33,000","1,470,150","44.60","44.80","44.30","44.50","-0.10","29",
"104/01/16","54,000","2,384,400","44.50","44.70","43.60","43.60","-0.90","41",
"104/01/19","43,733","1,910,610","44.30","44.30","43.20","43.75","+0.15","28",
"104/01/20","32,351","1,417,176","44.00","44.00","43.15","43.65","-0.10","27",
"104/01/21","59,454","2,585,744","44.05","44.05","43.30","43.60","-0.05","45",
"104/01/22","65,033","2,821,902","43.60","43.95","43.30","43.50","-0.10","46",
"104/01/23","60,084","2,632,478","43.55","44.00","43.40","43.40","-0.10","49",
"104/01/26","43,611","1,895,171","43.40","43.70","43.20","43.60","+0.20","33",
"104/01/27","49,469","2,164,586","43.95","43.95","43.60","43.65","+0.05","43",
"104/01/28","21,445","933,407","43.65","43.65","43.50","43.50","-0.15","15",
"104/01/29","50,273","2,186,075","43.50","43.85","43.30","43.30","-0.20","32",
"104/01/30","20,290","884,114","43.55","43.70","43.35","43.70","+0.40","19",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

