"10411る 2707 垂地             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/11/02","180,291","40,306,244","224.50","224.50","222.50","222.50","-2.00","158",
"104/11/03","598,709","134,067,816","222.50","224.50","222.50","224.50","+2.00","458",
"104/11/04","762,716","172,914,316","224.50","228.00","224.50","227.50","+3.00","620",
"104/11/05","307,948","71,287,062","228.00","233.00","228.00","231.00","+3.50","285",
"104/11/06","232,532","53,691,860","231.00","233.00","228.50","230.00","-1.00","229",
"104/11/09","530,687","121,244,475","229.00","230.50","226.00","230.00"," 0.00","328",
"104/11/10","556,153","128,541,996","230.00","232.50","228.00","232.00","+2.00","487",
"104/11/11","599,828","137,744,112","231.50","232.00","227.50","230.00","-2.00","387",
"104/11/12","288,303","66,090,281","229.50","231.00","226.50","226.50","-3.50","242",
"104/11/13","338,649","77,465,621","226.50","230.00","226.00","228.50","+2.00","283",
"104/11/16","519,574","117,468,298","226.50","228.00","223.50","227.00","-1.50","405",
"104/11/17","293,154","67,005,112","228.00","229.50","227.50","228.00","+1.00","248",
"104/11/18","506,561","114,277,001","228.00","228.50","224.00","226.50","-1.50","406",
"104/11/19","347,625","78,778,061","226.50","228.00","225.00","227.00","+0.50","276",
"104/11/20","340,965","76,929,625","227.00","228.00","224.00","225.00","-2.00","234",
"104/11/23","262,688","59,118,141","225.00","227.00","223.00","225.50","+0.50","192",
"104/11/24","255,794","57,432,356","225.50","226.00","223.00","225.00","-0.50","230",
"104/11/25","195,487","43,907,828","224.50","226.00","223.50","224.50","-0.50","191",
"104/11/26","211,762","47,703,212","224.00","227.00","223.50","226.00","+1.50","185",
"104/11/27","255,780","57,316,940","225.00","226.00","223.00","223.00","-3.00","230",
"104/11/30","253,936","56,745,792","222.50","225.00","222.00","222.50","-0.50","219",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

