"10505る 2707 垂地             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/05/03","473,320","91,826,720","195.50","195.50","193.00","195.00","-0.50","378",
"105/05/04","655,705","127,247,324","195.00","196.00","192.50","195.50","+0.50","496",
"105/05/05","487,926","94,813,644","195.50","195.50","193.00","194.50","-1.00","352",
"105/05/06","726,792","140,830,648","194.50","196.00","192.50","194.50"," 0.00","559",
"105/05/09","345,356","66,425,026","194.00","195.00","190.00","193.00","-1.50","264",
"105/05/10","309,446","59,551,524","192.50","193.50","192.00","193.00"," 0.00","264",
"105/05/11","302,520","58,542,860","193.00","194.50","192.00","194.50","+1.50","229",
"105/05/12","286,828","55,576,388","194.00","195.00","192.50","194.00","-0.50","222",
"105/05/13","428,344","82,560,218","194.00","194.50","192.00","193.00","-1.00","363",
"105/05/16","273,902","52,730,684","193.00","193.50","191.50","192.50","-0.50","211",
"105/05/17","276,762","53,162,920","192.50","194.00","191.00","192.00","-0.50","219",
"105/05/18","351,973","67,529,299","192.00","193.50","190.50","193.00","+1.00","270",
"105/05/19","469,706","90,049,346","193.00","193.50","190.50","192.00","-1.00","348",
"105/05/20","394,490","75,345,590","192.00","192.50","189.50","191.00","-1.00","303",
"105/05/23","317,633","60,732,536","191.00","193.00","189.00","193.00","+2.00","226",
"105/05/24","483,756","92,573,396","190.00","192.50","190.00","192.00","-1.00","330",
"105/05/25","464,937","88,542,993","192.00","192.00","189.50","190.50","-1.50","356",
"105/05/26","579,779","109,290,510","190.50","191.00","187.00","188.00","-2.50","441",
"105/05/27","484,584","91,212,876","187.00","189.50","186.00","189.00","+1.00","369",
"105/05/30","275,266","52,105,774","189.00","190.50","188.50","189.50","+0.50","217",
"105/05/31","318,641","60,172,149","189.50","190.00","187.50","189.00","-0.50","261",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

