"10403る 2707 垂地             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/03/02","193,951","63,539,428","328.50","329.00","325.00","329.00","+0.50","163",
"104/03/03","114,146","37,514,460","330.00","330.00","327.00","329.00"," 0.00","114",
"104/03/04","85,837","28,051,362","329.00","330.00","325.00","326.00","-3.00","93",
"104/03/05","70,361","23,053,408","326.00","329.00","326.00","328.50","+2.50","84",
"104/03/06","141,310","46,363,334","328.50","329.00","326.00","328.50"," 0.00","117",
"104/03/09","81,510","26,695,290","327.50","329.50","325.50","329.00","+0.50","89",
"104/03/10","149,696","49,387,329","329.50","331.00","329.00","330.00","+1.00","154",
"104/03/11","164,551","53,941,398","330.00","330.00","326.50","327.50","-2.50","155",
"104/03/12","83,526","27,340,606","325.50","329.00","325.50","327.00","-0.50","90",
"104/03/13","106,904","34,874,608","327.50","328.00","324.50","327.00"," 0.00","112",
"104/03/16","92,341","30,213,507","326.00","328.00","325.00","327.50","+0.50","93",
"104/03/17","101,456","33,369,293","327.50","331.00","327.50","329.00","+1.50","90",
"104/03/18","73,349","24,164,972","331.00","331.00","328.50","329.50","+0.50","95",
"104/03/19","124,673","41,171,917","329.50","332.00","329.00","330.50","+1.00","118",
"104/03/20","101,716","33,582,280","330.00","331.00","329.50","331.00","+0.50","81",
"104/03/23","92,562","30,438,274","331.00","331.00","327.00","329.00","-2.00","96",
"104/03/24","106,053","34,785,884","327.50","330.00","326.50","328.00","-1.00","116",
"104/03/25","66,587","21,819,738","327.00","329.50","327.00","327.50","-0.50","73",
"104/03/26","190,054","62,845,734","328.50","333.00","328.50","328.50","+1.00","200",
"104/03/27","162,486","52,991,422","328.50","328.50","325.00","326.50","-2.00","164",
"104/03/30","87,316","28,832,280","332.00","332.00","328.50","330.00","+3.50","112",
"104/03/31","135,475","44,584,750","331.00","331.00","327.00","330.50","+0.50","150",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

