"10502る 2707 垂地             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/02/01","172,108","37,001,056","215.50","215.50","214.00","215.00","-0.50","177",
"105/02/02","496,532","107,199,675","215.00","218.00","214.00","217.50","+2.50","430",
"105/02/03","459,146","98,971,328","217.50","218.50","214.00","214.00","-3.50","358",
"105/02/15","281,612","60,378,916","213.50","215.00","213.50","215.00","+1.00","249",
"105/02/16","108,502","23,300,930","215.00","216.00","214.00","215.00"," 0.00","121",
"105/02/17","189,209","40,642,038","216.00","216.00","214.00","215.00"," 0.00","179",
"105/02/18","151,476","32,608,816","216.00","216.50","214.00","215.00"," 0.00","162",
"105/02/19","285,704","61,617,564","214.50","216.50","214.00","216.00","+1.00","242",
"105/02/22","263,264","56,929,024","216.00","217.50","215.00","216.00"," 0.00","255",
"105/02/23","134,338","28,978,670","216.00","218.00","214.00","214.00","-2.00","151",
"105/02/24","60,853","13,041,042","214.50","215.50","214.00","214.00"," 0.00","74",
"105/02/25","149,384","31,767,090","214.00","214.00","212.00","212.50","-1.50","175",
"105/02/26","52,012","11,085,568","212.50","214.00","212.50","214.00","+1.50","64",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

