"10408る 2707 垂地             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/08/03","288,245","62,851,264","222.00","222.00","216.00","219.50","-3.00","247",
"104/08/04","106,853","23,486,866","220.00","221.50","219.00","220.50","+1.00","127",
"104/08/05","223,122","49,779,072","220.00","225.50","219.00","225.50","+5.00","207",
"104/08/06","105,139","23,584,553","226.50","227.00","223.50","224.50","-1.00","106",
"104/08/07","186,393","42,232,390","225.50","228.50","224.00","228.50","+4.00","172",
"104/08/10","123,513","28,077,230","228.00","228.00","226.50","227.50","-1.00","133",
"104/08/11","169,410","38,537,184","228.00","229.00","226.50","227.00","-0.50","157",
"104/08/12","138,473","31,324,871","226.00","227.50","225.00","227.00"," 0.00","140",
"104/08/13","108,896","24,668,392","227.00","227.00","225.50","227.00"," 0.00","104",
"104/08/14","414,005","97,455,696","227.00","240.00","226.50","238.00","+11.00","332",
"104/08/17","282,690","66,940,366","238.00","239.00","235.50","236.00","-2.00","282",
"104/08/18","297,207","65,246,540","224.00","224.00","218.00","219.50","X0.00","285",
"104/08/19","342,807","74,728,233","219.50","220.00","216.50","218.00","-1.50","287",
"104/08/20","324,190","70,291,300","217.00","220.00","215.50","220.00","+2.00","265",
"104/08/21","446,044","97,026,548","218.00","219.50","215.50","216.00","-4.00","330",
"104/08/24","476,731","93,995,007","204.00","208.50","194.50","194.50","-21.50","441",
"104/08/25","482,025","91,069,375","182.50","196.00","182.50","190.00","-4.50","475",
"104/08/26","212,415","40,262,425","190.00","192.50","185.00","192.50","+2.50","228",
"104/08/27","1,081,987","219,510,296","199.50","207.50","198.50","206.50","+14.00","790",
"104/08/28","478,039","101,876,807","214.50","215.00","211.00","212.50","+6.00","416",
"104/08/31","251,455","53,570,325","216.00","216.00","211.00","214.00","+1.50","230",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

