"109年03月 2707 晶華             各日成交資訊"
"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數",
"109/03/02","322,168","48,039,277","147.50","151.00","146.50","150.00","+1.50","254",
"109/03/03","162,119","24,327,350","151.00","151.00","149.50","149.50","-0.50","139",
"109/03/04","170,965","25,624,730","149.50","150.50","149.00","150.00","+0.50","139",
"109/03/05","76,663","11,528,777","151.00","151.00","150.00","150.00"," 0.00","79",
"109/03/06","140,392","21,024,300","149.50","150.00","149.00","150.00"," 0.00","133",
"109/03/09","309,723","45,800,004","149.00","149.50","147.00","147.00","-3.00","300",
"109/03/10","346,216","51,151,900","146.50","150.50","145.00","150.00","+3.00","259",
"109/03/11","249,085","37,192,620","147.50","150.50","147.50","148.00","-2.00","179",
"109/03/12","622,336","89,412,384","148.00","148.00","141.50","142.00","-6.00","436",
"109/03/13","565,034","76,620,226","135.00","138.00","134.00","138.00","-4.00","461",
"109/03/16","611,994","81,317,208","135.00","136.00","130.00","130.00","-8.00","489",
"109/03/17","681,471","83,763,462","126.00","128.00","120.00","120.00","-10.00","605",
"109/03/18","906,212","102,645,456","120.00","120.00","110.00","110.50","-9.50","695",
"109/03/19","877,931","87,595,513","100.00","102.00","99.50","99.50","-11.00","613",
"109/03/20","880,341","89,279,423","99.50","104.00","99.50","100.00","+0.50","625",
"109/03/23","927,951","85,735,047","93.20","95.00","90.00","94.80","-5.20","498",
"109/03/24","564,707","57,480,528","97.20","104.00","97.20","104.00","+9.20","476",
"109/03/25","993,837","110,436,418","109.00","114.00","107.00","112.00","+8.00","784",
"109/03/26","503,885","55,264,560","113.50","114.00","107.00","109.50","-2.50","404",
"109/03/27","682,508","77,780,412","113.50","117.50","112.50","113.50","+4.00","515",
"109/03/30","418,910","45,964,240","110.50","111.50","108.00","111.50","-2.00","330",
"109/03/31","332,681","36,769,453","113.50","114.00","109.00","109.50","-2.00","280",
"說明:"
"符號說明:+/-/X表示漲/跌/不比價"
"當日統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。"
"ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。"

