"10506る 4119 Π碔             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/06/01","930,587","80,650,895","86.80","87.20","86.20","86.20","-0.60","729",
"105/06/02","1,172,306","99,933,256","86.50","86.80","84.40","84.50","-1.70","898",
"105/06/03","791,427","67,069,364","84.60","85.30","84.00","85.20","+0.70","572",
"105/06/04","3,173,837","277,999,067","85.20","88.60","84.80","87.90","+2.70","2,199",
"105/06/06","1,730,099","150,821,859","88.20","88.30","86.40","87.50","-0.40","1,153",
"105/06/07","3,788,012","337,529,648","88.00","90.70","87.20","87.30","-0.20","2,660",
"105/06/08","1,501,498","132,362,072","87.70","89.00","87.30","88.50","+1.20","1,118",
"105/06/13","1,949,764","171,433,032","87.80","88.80","86.90","88.20","-0.30","1,441",
"105/06/14","5,097,681","466,536,059","89.50","93.40","89.50","93.20","+5.00","3,736",
"105/06/15","3,349,442","314,489,362","93.60","95.30","92.60","93.00","-0.20","2,425",
"105/06/16","2,364,099","222,201,711","93.50","95.00","92.70","94.00","+1.00","1,914",
"105/06/17","1,363,779","128,401,374","94.80","95.00","93.50","94.20","+0.20","1,041",
"105/06/20","1,508,966","141,215,704","94.70","94.90","92.60","93.30","-0.90","1,131",
"105/06/21","1,892,926","176,907,605","93.70","94.40","92.60","92.90","-0.40","1,314",
"105/06/22","1,083,218","101,607,953","92.70","94.30","92.70","94.30","+1.40","901",
"105/06/23","1,000,587","93,747,347","94.50","94.80","93.20","93.20","-1.10","776",
"105/06/24","3,362,836","299,227,484","93.30","93.40","85.00","88.20","-5.00","2,559",
"105/06/27","2,530,225","228,946,217","88.60","91.70","88.50","91.20","+3.00","1,748",
"105/06/28","2,545,366","237,108,590","90.80","94.80","90.40","94.80","+3.60","2,060",
"105/06/29","2,916,387","281,132,284","95.70","97.40","95.00","96.10","+1.30","2,208",
"105/06/30","2,070,661","201,027,986","96.10","98.30","95.80","96.80","+0.70","1,483",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

