"10504る 4119 Π碔             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/04/01","994,176","79,220,894","80.50","80.70","79.00","79.00","-1.20","833",
"105/04/06","827,043","64,574,269","79.50","79.50","77.40","78.00","-1.00","657",
"105/04/07","697,838","54,621,228","78.40","79.00","77.90","78.10","+0.10","530",
"105/04/08","955,150","75,575,634","78.50","79.60","78.10","79.50","+1.40","765",
"105/04/11","6,329,243","538,073,305","84.00","86.00","84.00","85.40","+5.90","4,379",
"105/04/12","6,937,533","605,980,184","86.20","89.40","85.10","85.40"," 0.00","4,898",
"105/04/13","3,088,710","266,786,960","86.30","87.40","85.40","86.20","+0.80","2,127",
"105/04/14","2,550,557","223,161,759","87.30","88.40","86.90","87.10","+0.90","1,761",
"105/04/15","1,344,198","116,580,266","87.90","87.90","85.70","86.50","-0.60","1,076",
"105/04/18","2,001,784","175,345,670","86.70","88.60","86.50","87.00","+0.50","1,515",
"105/04/19","1,780,362","153,184,662","87.80","87.90","84.80","85.80","-1.20","1,321",
"105/04/20","1,693,315","144,036,781","86.30","86.90","84.00","84.10","-1.70","1,277",
"105/04/21","2,321,673","198,832,869","85.10","86.50","84.00","86.30","+2.20","1,591",
"105/04/22","2,091,134","177,884,428","86.80","87.10","83.60","84.50","-1.80","1,538",
"105/04/25","1,052,761","89,112,185","84.70","85.50","83.80","83.80","-0.70","739",
"105/04/26","1,306,717","110,214,669","84.50","85.40","83.50","84.20","+0.40","923",
"105/04/27","837,233","70,939,156","84.80","85.40","84.20","84.50","+0.30","643",
"105/04/28","947,601","80,045,364","84.60","85.00","83.80","84.40","-0.10","707",
"105/04/29","1,599,209","136,232,121","84.00","85.80","84.00","85.30","+0.90","1,188",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

