"10501る 4119 Π碔             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/01/04","1,385,270","126,037,000","93.50","93.60","89.80","90.40","-2.60","1,179",
"105/01/05","1,358,361","120,689,708","88.60","90.00","87.90","88.40","-2.00","1,120",
"105/01/06","1,968,970","170,260,230","88.80","89.20","84.90","85.10","-3.30","1,555",
"105/01/07","2,149,894","182,358,199","85.30","86.60","82.50","83.70","-1.40","1,681",
"105/01/08","1,820,743","156,869,712","83.70","87.90","83.30","87.10","+3.40","1,498",
"105/01/11","2,718,310","221,409,100","81.30","83.30","79.80","79.80","-7.30","2,087",
"105/01/12","3,604,278","277,896,006","80.10","80.90","73.60","73.60","-6.20","2,757",
"105/01/13","1,589,670","118,637,814","74.90","75.50","74.00","74.50","+0.90","1,333",
"105/01/14","2,119,628","151,870,016","73.00","73.00","70.10","71.60","-2.90","1,684",
"105/01/15","1,821,580","135,212,900","73.80","75.50","72.70","75.00","+3.40","1,476",
"105/01/18","2,595,410","198,143,968","74.00","82.40","73.20","77.00","+2.00","2,018",
"105/01/19","2,291,156","171,777,812","77.00","77.00","73.90","74.80","-2.20","1,749",
"105/01/20","2,272,572","170,047,456","74.20","76.70","72.30","72.30","-2.50","1,743",
"105/01/21","1,295,253","94,531,413","73.20","73.80","72.00","72.40","+0.10","911",
"105/01/22","1,042,628","75,620,916","73.30","73.70","71.70","72.00","-0.40","851",
"105/01/25","1,486,903","110,762,573","72.90","75.80","72.70","74.90","+2.90","1,133",
"105/01/26","685,242","50,818,254","74.40","74.50","73.80","74.20","-0.70","528",
"105/01/27","2,333,134","170,758,335","75.00","75.00","72.40","72.50","-1.70","1,597",
"105/01/28","829,685","60,326,528","72.00","73.30","72.00","72.60","+0.10","701",
"105/01/29","1,281,013","94,011,655","72.70","73.80","72.30","73.60","+1.00","1,038",
"105/01/30","1,767,222","133,765,244","74.30","76.70","74.20","76.30","+2.70","1,252",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

