"10505る 4119 Π碔             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/05/03","1,071,312","91,202,132","85.90","85.90","84.10","85.10","-0.20","741",
"105/05/04","850,101","71,923,933","84.80","85.40","84.00","84.10","-1.00","676",
"105/05/05","1,828,885","150,415,270","84.50","84.70","80.50","81.80","-2.30","1,450",
"105/05/06","663,637","54,394,359","82.10","82.60","81.30","82.10","+0.30","500",
"105/05/09","933,573","76,253,813","82.50","82.80","80.50","80.60","-1.50","706",
"105/05/10","1,992,512","155,447,649","79.60","79.60","77.00","78.10","-2.50","1,515",
"105/05/11","953,230","75,240,516","78.70","79.70","78.20","79.20","+1.10","736",
"105/05/12","905,225","70,760,094","78.40","79.50","77.60","77.80","-1.40","660",
"105/05/13","1,893,802","150,545,074","79.00","80.50","78.30","79.90","+2.10","1,424",
"105/05/16","1,489,082","120,668,942","79.60","82.50","79.40","80.70","+0.80","1,106",
"105/05/17","1,234,140","100,281,292","81.60","82.00","80.30","82.00","+1.30","956",
"105/05/18","1,222,679","100,329,599","81.80","82.90","81.20","81.20","-0.80","955",
"105/05/19","1,290,130","105,752,282","81.40","83.00","81.10","81.40","+0.20","925",
"105/05/20","1,218,745","100,173,636","81.50","82.80","81.00","82.60","+1.20","875",
"105/05/23","2,771,305","234,371,853","83.50","85.60","83.30","83.80","+1.20","2,002",
"105/05/24","2,061,679","174,898,868","84.10","85.50","84.10","84.60","+0.80","1,382",
"105/05/25","1,920,090","164,706,450","86.50","86.50","84.80","84.80","+0.20","1,398",
"105/05/26","1,009,446","85,524,462","85.10","85.50","84.20","84.70","-0.10","717",
"105/05/27","1,083,585","91,381,387","84.70","85.20","83.90","84.20","-0.50","819",
"105/05/30","2,790,601","240,585,186","84.60","86.80","84.50","86.10","+1.90","1,896",
"105/05/31","1,275,655","109,696,956","86.30","86.80","85.20","86.80","+0.70","961",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

