"10503る 4119 Π碔             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/03/01","1,755,956","136,360,760","78.70","78.70","76.90","77.70","-0.20","1,334",
"105/03/02","1,804,278","142,143,459","78.20","79.40","78.10","78.70","+1.00","1,290",
"105/03/03","1,906,048","151,204,958","79.20","80.30","78.40","78.60","-0.10","1,391",
"105/03/04","907,750","71,541,334","79.00","79.40","78.40","78.90","+0.30","704",
"105/03/07","1,267,040","99,246,721","79.00","79.70","77.20","77.90","-1.00","953",
"105/03/08","1,338,039","102,646,378","77.50","77.70","75.90","76.80","-1.10","1,018",
"105/03/09","1,256,391","98,147,822","77.90","78.50","77.50","78.50","+1.70","921",
"105/03/10","5,335,163","435,197,892","80.50","83.40","80.10","82.70","+4.20","3,843",
"105/03/11","3,409,883","282,101,333","82.80","83.90","81.70","83.20","+0.50","2,393",
"105/03/14","2,172,456","179,166,234","83.80","83.80","82.00","82.00","-1.20","1,544",
"105/03/15","2,704,789","221,842,951","82.40","83.80","80.20","80.20","-1.80","2,011",
"105/03/16","1,256,100","102,344,865","81.40","82.30","80.70","81.10","+0.90","959",
"105/03/17","1,755,844","141,265,837","81.80","82.10","79.30","79.50","-1.60","1,311",
"105/03/18","952,517","76,216,804","80.10","80.40","79.50","80.30","+0.80","766",
"105/03/21","1,738,301","142,439,456","81.10","82.70","81.00","82.00","+1.70","1,272",
"105/03/22","1,257,227","101,738,906","81.60","81.90","79.80","80.60","-1.40","961",
"105/03/23","851,335","68,135,627","80.60","81.00","79.60","79.70","-0.90","615",
"105/03/24","789,697","62,314,897","79.50","79.70","78.30","78.80","-0.90","615",
"105/03/25","564,566","44,635,487","78.80","79.80","78.60","78.70","-0.10","428",
"105/03/28","599,948","47,030,320","78.80","78.90","78.00","78.30","-0.40","432",
"105/03/29","1,277,280","97,993,386","78.30","78.60","75.50","76.10","-2.20","920",
"105/03/30","755,313","58,380,560","76.50","77.80","76.50","77.60","+1.50","561",
"105/03/31","1,918,420","153,151,068","78.40","80.70","78.40","80.20","+2.60","1,361",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

