"10402る 4119 Π碔             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/02/02","144,847","8,973,514","62.20","62.30","61.70","61.80","-0.30","112",
"104/02/03","137,954","8,509,464","61.80","61.90","61.50","61.60","-0.20","86",
"104/02/04","138,318","8,515,754","61.90","61.90","61.50","61.50","-0.10","103",
"104/02/05","112,294","6,920,795","61.50","62.00","61.50","61.80","+0.30","65",
"104/02/06","111,922","6,936,573","61.90","62.10","61.80","61.80"," 0.00","95",
"104/02/09","184,482","11,501,130","61.60","62.70","61.60","62.20","+0.40","163",
"104/02/10","89,739","5,589,691","62.20","62.60","62.10","62.10","-0.10","88",
"104/02/11","1,142,925","72,853,300","63.00","64.60","62.80","64.30","+2.20","890",
"104/02/12","416,682","26,761,835","64.70","64.70","63.80","64.40","+0.10","345",
"104/02/13","790,617","51,619,756","64.50","65.70","64.50","65.30","+0.90","588",
"104/02/24","908,280","60,569,428","66.00","67.50","65.80","66.60","+1.30","619",
"104/02/25","418,804","27,835,898","66.60","66.90","66.00","66.70","+0.10","318",
"104/02/26","239,909","16,005,762","67.00","67.20","66.40","66.70"," 0.00","203",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

