"10407る 4119 Π碔             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/07/01","1,522,997","116,604,969","75.30","77.40","75.00","77.20","+2.70","1,075",
"104/07/02","6,203,226","500,239,088","78.00","82.20","78.00","79.90","+2.70","4,105",
"104/07/03","4,276,653","350,101,385","80.00","84.00","79.50","82.70","+2.80","2,877",
"104/07/06","2,263,039","185,754,030","82.70","83.70","80.80","80.90","-1.80","1,647",
"104/07/07","2,680,527","219,707,489","82.20","83.80","79.60","82.00","+1.10","1,930",
"104/07/08","2,994,286","237,346,688","82.50","83.20","76.50","78.00","-4.00","2,153",
"104/07/09","2,072,021","161,391,742","76.50","79.60","74.80","78.60","+0.60","1,551",
"104/07/13","6,975,516","593,243,341","85.30","86.40","83.20","85.60","+7.00","4,320",
"104/07/14","6,658,932","584,740,639","86.10","90.50","85.00","87.00","+1.40","4,668",
"104/07/15","3,313,675","285,466,946","86.40","87.70","85.10","87.70","+0.70","2,229",
"104/07/16","2,294,742","198,864,368","87.70","88.10","85.30","86.20","-1.50","1,691",
"104/07/17","3,824,098","336,170,665","86.50","90.00","86.10","86.70","+0.50","2,901",
"104/07/20","3,303,779","278,125,132","87.80","87.90","80.20","82.20","-4.50","2,308",
"104/07/21","2,483,301","206,136,165","82.50","84.50","80.40","84.30","+2.10","1,859",
"104/07/22","1,573,302","132,966,980","84.20","85.50","83.40","84.40","+0.10","1,206",
"104/07/23","1,531,386","127,882,509","84.70","85.30","81.50","83.40","-1.00","1,246",
"104/07/24","1,599,701","130,144,718","83.60","83.80","80.50","80.70","-2.70","1,144",
"104/07/27","2,542,653","196,188,128","80.60","80.60","75.60","76.30","-4.40","1,685",
"104/07/28","2,146,576","158,808,439","73.90","75.80","71.80","75.60","X0.00","1,606",
"104/07/29","2,407,376","187,262,972","76.50","79.70","76.00","78.40","+2.80","1,848",
"104/07/30","1,969,868","153,715,336","79.00","79.70","76.70","77.00","-1.40","1,378",
"104/07/31","1,764,034","137,401,970","78.00","78.80","76.30","78.60","+1.60","1,381",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

