生技醫療類指數,觀光類指數,time
67.05,97.33,2020-12-31 09:00:00
67.03,97.14,2020-12-31 09:30:00
67.09,97.06,2020-12-31 10:00:00
67.16,97.12,2020-12-31 10:30:00
67.19,96.9,2020-12-31 11:00:00
67.22,97.02,2020-12-31 11:30:00
67.34,97.08,2020-12-31 12:00:00
67.26,97.27,2020-12-31 12:30:00
67.15,97.2,2020-12-31 13:00:00
67.01,97.93,2020-12-31 13:30:00
66.36,96.82,2020-12-30 09:00:00
66.9,97.04,2020-12-30 09:30:00
67.04,96.96,2020-12-30 10:00:00
66.95,96.68,2020-12-30 10:30:00
66.93,96.9,2020-12-30 11:00:00
66.84,96.93,2020-12-30 11:30:00
67.03,97.07,2020-12-30 12:00:00
67.01,96.95,2020-12-30 12:30:00
67.06,97.12,2020-12-30 13:00:00
67.05,97.33,2020-12-30 13:30:00
66.68,97.05,2020-12-29 09:00:00
66.54,97.47,2020-12-29 09:30:00
66.53,97.6,2020-12-29 10:00:00
66.38,97.37,2020-12-29 10:30:00
66.38,97.45,2020-12-29 11:00:00
66.33,97.3,2020-12-29 11:30:00
66.29,97.04,2020-12-29 12:00:00
66.19,96.87,2020-12-29 12:30:00
66.4,96.9,2020-12-29 13:00:00
66.36,96.82,2020-12-29 13:30:00
66.81,97.26,2020-12-28 09:00:00
67.0,96.78,2020-12-28 09:30:00
66.87,97.0,2020-12-28 10:00:00
66.74,97.04,2020-12-28 10:30:00
66.79,97.13,2020-12-28 11:00:00
66.71,97.03,2020-12-28 11:30:00
66.68,96.72,2020-12-28 12:00:00
66.68,96.82,2020-12-28 12:30:00
66.71,96.97,2020-12-28 13:00:00
66.68,97.05,2020-12-28 13:30:00
67.12,97.38,2020-12-25 09:00:00
66.94,97.5,2020-12-25 09:30:00
67.08,97.37,2020-12-25 10:00:00
66.99,97.45,2020-12-25 10:30:00
67.02,97.38,2020-12-25 11:00:00
66.88,97.06,2020-12-25 11:30:00
66.74,96.94,2020-12-25 12:00:00
66.75,96.94,2020-12-25 12:30:00
66.77,96.9,2020-12-25 13:00:00
66.81,97.26,2020-12-25 13:30:00
67.55,97.91,2020-12-24 09:00:00
67.03,98.17,2020-12-24 09:30:00
67.19,98.01,2020-12-24 10:00:00
67.29,98.03,2020-12-24 10:30:00
67.17,98.14,2020-12-24 11:00:00
67.21,97.97,2020-12-24 11:30:00
67.0,97.85,2020-12-24 12:00:00
66.91,97.64,2020-12-24 12:30:00
67.09,97.4,2020-12-24 13:00:00
67.12,97.38,2020-12-24 13:30:00
67.75,97.68,2020-12-23 09:00:00
68.21,96.68,2020-12-23 09:30:00
67.9,97.3,2020-12-23 10:00:00
67.76,96.9,2020-12-23 10:30:00
67.77,97.0,2020-12-23 11:00:00
67.84,97.26,2020-12-23 11:30:00
67.76,97.64,2020-12-23 12:00:00
67.71,97.62,2020-12-23 12:30:00
67.66,97.67,2020-12-23 13:00:00
67.55,97.91,2020-12-23 13:30:00
67.77,100.67,2020-12-22 09:00:00
67.75,100.35,2020-12-22 09:30:00
67.86,99.94,2020-12-22 10:00:00
67.8,99.84,2020-12-22 10:30:00
67.61,99.79,2020-12-22 11:00:00
67.49,100.0,2020-12-22 11:30:00
67.41,100.24,2020-12-22 12:00:00
67.32,99.99,2020-12-22 12:30:00
67.67,99.31,2020-12-22 13:00:00
67.75,97.68,2020-12-22 13:30:00
67.68,101.72,2020-12-21 09:00:00
67.68,101.07,2020-12-21 09:30:00
67.99,100.89,2020-12-21 10:00:00
68.05,101.12,2020-12-21 10:30:00
67.98,100.7,2020-12-21 11:00:00
67.97,100.94,2020-12-21 11:30:00
67.99,101.0,2020-12-21 12:00:00
67.93,100.99,2020-12-21 12:30:00
67.87,100.73,2020-12-21 13:00:00
67.77,100.67,2020-12-21 13:30:00
67.66,100.96,2020-12-18 09:00:00
67.9,102.05,2020-12-18 09:30:00
67.92,101.3,2020-12-18 10:00:00
67.86,101.46,2020-12-18 10:30:00
67.68,101.73,2020-12-18 11:00:00
67.73,101.51,2020-12-18 11:30:00
67.63,101.67,2020-12-18 12:00:00
67.63,101.46,2020-12-18 12:30:00
67.79,101.66,2020-12-18 13:00:00
67.68,101.72,2020-12-18 13:30:00
67.74,101.9,2020-12-17 09:00:00
67.91,100.04,2020-12-17 09:30:00
67.77,100.01,2020-12-17 10:00:00
67.82,99.92,2020-12-17 10:30:00
67.92,100.07,2020-12-17 11:00:00
67.87,100.36,2020-12-17 11:30:00
67.71,101.03,2020-12-17 12:00:00
67.57,101.27,2020-12-17 12:30:00
67.62,101.05,2020-12-17 13:00:00
67.66,100.96,2020-12-17 13:30:00
66.49,99.0,2020-12-16 09:00:00
66.85,99.65,2020-12-16 09:30:00
66.75,99.71,2020-12-16 10:00:00
66.98,99.54,2020-12-16 10:30:00
67.36,100.36,2020-12-16 11:00:00
67.6,100.25,2020-12-16 11:30:00
67.92,100.58,2020-12-16 12:00:00
67.66,100.78,2020-12-16 12:30:00
67.67,101.01,2020-12-16 13:00:00
67.74,101.9,2020-12-16 13:30:00
67.29,99.36,2020-12-15 09:00:00
67.36,99.27,2020-12-15 09:30:00
67.13,99.43,2020-12-15 10:00:00
67.01,99.31,2020-12-15 10:30:00
66.95,99.2,2020-12-15 11:00:00
66.82,99.18,2020-12-15 11:30:00
66.82,99.28,2020-12-15 12:00:00
66.71,98.94,2020-12-15 12:30:00
66.67,99.02,2020-12-15 13:00:00
66.49,99.0,2020-12-15 13:30:00
66.89,98.77,2020-12-14 09:00:00
67.34,98.99,2020-12-14 09:30:00
67.41,98.98,2020-12-14 10:00:00
67.34,99.04,2020-12-14 10:30:00
67.26,99.27,2020-12-14 11:00:00
67.41,99.17,2020-12-14 11:30:00
67.33,99.17,2020-12-14 12:00:00
67.37,99.28,2020-12-14 12:30:00
67.35,99.3,2020-12-14 13:00:00
67.29,99.36,2020-12-14 13:30:00
67.93,99.43,2020-12-11 09:00:00
67.7,99.24,2020-12-11 09:30:00
67.4,98.99,2020-12-11 10:00:00
67.34,98.68,2020-12-11 10:30:00
66.82,98.19,2020-12-11 11:00:00
66.55,97.99,2020-12-11 11:30:00
66.72,98.54,2020-12-11 12:00:00
66.74,98.43,2020-12-11 12:30:00
66.94,98.26,2020-12-11 13:00:00
66.89,98.77,2020-12-11 13:30:00
67.94,99.99,2020-12-10 09:00:00
68.07,99.14,2020-12-10 09:30:00
68.15,99.4,2020-12-10 10:00:00
68.12,99.38,2020-12-10 10:30:00
68.03,99.35,2020-12-10 11:00:00
68.11,99.31,2020-12-10 11:30:00
67.95,99.19,2020-12-10 12:00:00
67.77,99.26,2020-12-10 12:30:00
67.8,99.22,2020-12-10 13:00:00
67.93,99.43,2020-12-10 13:30:00
67.94,98.61,2020-12-09 09:00:00
68.36,99.3,2020-12-09 09:30:00
68.13,99.91,2020-12-09 10:00:00
68.21,99.63,2020-12-09 10:30:00
68.22,100.15,2020-12-09 11:00:00
68.15,99.68,2020-12-09 11:30:00
68.09,99.5,2020-12-09 12:00:00
67.99,99.39,2020-12-09 12:30:00
67.95,99.87,2020-12-09 13:00:00
67.94,99.99,2020-12-09 13:30:00
67.41,98.94,2020-12-08 09:00:00
67.94,98.69,2020-12-08 09:30:00
68.08,98.42,2020-12-08 10:00:00
68.13,98.47,2020-12-08 10:30:00
68.12,98.58,2020-12-08 11:00:00
68.1,98.55,2020-12-08 11:30:00
68.01,98.66,2020-12-08 12:00:00
67.96,98.54,2020-12-08 12:30:00
67.96,98.39,2020-12-08 13:00:00
67.94,98.61,2020-12-08 13:30:00
68.37,99.86,2020-12-07 09:00:00
67.9,99.4,2020-12-07 09:30:00
67.54,98.39,2020-12-07 10:00:00
67.6,98.39,2020-12-07 10:30:00
67.61,98.19,2020-12-07 11:00:00
67.54,98.45,2020-12-07 11:30:00
67.5,98.78,2020-12-07 12:00:00
67.47,98.74,2020-12-07 12:30:00
67.5,98.77,2020-12-07 13:00:00
67.41,98.94,2020-12-07 13:30:00
69.02,100.17,2020-12-04 09:00:00
68.95,100.96,2020-12-04 09:30:00
68.8,100.36,2020-12-04 10:00:00
68.74,100.49,2020-12-04 10:30:00
68.6,100.18,2020-12-04 11:00:00
68.49,100.24,2020-12-04 11:30:00
68.45,100.03,2020-12-04 12:00:00
68.44,100.05,2020-12-04 12:30:00
68.46,100.06,2020-12-04 13:00:00
68.37,99.86,2020-12-04 13:30:00
68.76,99.81,2020-12-03 09:00:00
68.95,99.26,2020-12-03 09:30:00
69.05,99.51,2020-12-03 10:00:00
68.97,99.95,2020-12-03 10:30:00
69.01,100.07,2020-12-03 11:00:00
69.14,100.2,2020-12-03 11:30:00
69.09,100.38,2020-12-03 12:00:00
69.0,100.04,2020-12-03 12:30:00
69.05,100.17,2020-12-03 13:00:00
69.02,100.17,2020-12-03 13:30:00
69.0,99.26,2020-12-02 09:00:00
68.83,99.73,2020-12-02 09:30:00
68.56,99.11,2020-12-02 10:00:00
68.53,99.14,2020-12-02 10:30:00
68.47,99.27,2020-12-02 11:00:00
68.52,99.36,2020-12-02 11:30:00
68.46,99.25,2020-12-02 12:00:00
68.51,99.29,2020-12-02 12:30:00
68.64,99.19,2020-12-02 13:00:00
68.76,99.81,2020-12-02 13:30:00
69.64,98.85,2020-12-01 09:00:00
69.2,98.33,2020-12-01 09:30:00
69.01,97.85,2020-12-01 10:00:00
69.13,98.29,2020-12-01 10:30:00
69.03,98.6,2020-12-01 11:00:00
69.08,98.71,2020-12-01 11:30:00
69.06,99.18,2020-12-01 12:00:00
69.06,99.05,2020-12-01 12:30:00
69.02,99.1,2020-12-01 13:00:00
69.0,99.26,2020-12-01 13:30:00
69.0,99.18,2020-11-30 09:00:00
69.72,99.73,2020-11-30 09:30:00
69.65,99.48,2020-11-30 10:00:00
69.91,99.42,2020-11-30 10:30:00
69.87,99.52,2020-11-30 11:00:00
69.79,99.13,2020-11-30 11:30:00
69.74,99.28,2020-11-30 12:00:00
69.76,99.3,2020-11-30 12:30:00
69.7,99.3,2020-11-30 13:00:00
69.64,98.85,2020-11-30 13:30:00
68.28,98.89,2020-11-27 09:00:00
68.6,99.47,2020-11-27 09:30:00
68.51,99.9,2020-11-27 10:00:00
68.68,99.72,2020-11-27 10:30:00
68.77,99.67,2020-11-27 11:00:00
68.82,99.76,2020-11-27 11:30:00
68.98,99.56,2020-11-27 12:00:00
68.94,99.59,2020-11-27 12:30:00
68.98,99.39,2020-11-27 13:00:00
69.0,99.18,2020-11-27 13:30:00
68.28,98.57,2020-11-26 09:00:00
68.27,99.07,2020-11-26 09:30:00
68.34,99.26,2020-11-26 10:00:00
68.21,99.08,2020-11-26 10:30:00
68.21,98.84,2020-11-26 11:00:00
68.19,98.52,2020-11-26 11:30:00
68.23,98.49,2020-11-26 12:00:00
68.33,98.56,2020-11-26 12:30:00
68.33,98.71,2020-11-26 13:00:00
68.28,98.89,2020-11-26 13:30:00
68.29,96.52,2020-11-25 09:00:00
69.12,98.11,2020-11-25 09:30:00
69.01,98.82,2020-11-25 10:00:00
68.86,99.0,2020-11-25 10:30:00
68.53,98.52,2020-11-25 11:00:00
68.38,98.44,2020-11-25 11:30:00
68.43,98.33,2020-11-25 12:00:00
68.55,98.58,2020-11-25 12:30:00
68.39,98.7,2020-11-25 13:00:00
68.28,98.57,2020-11-25 13:30:00
68.67,97.48,2020-11-24 09:00:00
68.41,96.7,2020-11-24 09:30:00
68.45,96.55,2020-11-24 10:00:00
68.6,96.72,2020-11-24 10:30:00
68.59,96.86,2020-11-24 11:00:00
68.39,96.71,2020-11-24 11:30:00
68.39,96.77,2020-11-24 12:00:00
68.39,96.65,2020-11-24 12:30:00
68.16,96.51,2020-11-24 13:00:00
68.29,96.52,2020-11-24 13:30:00
68.58,97.5,2020-11-23 09:00:00
68.97,97.51,2020-11-23 09:30:00
68.82,97.17,2020-11-23 10:00:00
68.75,97.04,2020-11-23 10:30:00
68.62,97.18,2020-11-23 11:00:00
68.7,97.32,2020-11-23 11:30:00
68.65,97.39,2020-11-23 12:00:00
68.64,97.34,2020-11-23 12:30:00
68.67,97.39,2020-11-23 13:00:00
68.67,97.48,2020-11-23 13:30:00
69.02,98.77,2020-11-20 09:00:00
69.01,98.44,2020-11-20 09:30:00
68.88,97.89,2020-11-20 10:00:00
68.78,97.76,2020-11-20 10:30:00
68.77,97.34,2020-11-20 11:00:00
68.71,97.31,2020-11-20 11:30:00
68.73,97.38,2020-11-20 12:00:00
68.7,97.39,2020-11-20 12:30:00
68.65,97.36,2020-11-20 13:00:00
68.58,97.5,2020-11-20 13:30:00
68.59,97.47,2020-11-19 09:00:00
68.47,97.76,2020-11-19 09:30:00
68.61,98.08,2020-11-19 10:00:00
68.5,97.8,2020-11-19 10:30:00
68.39,97.75,2020-11-19 11:00:00
68.58,97.83,2020-11-19 11:30:00
68.62,98.23,2020-11-19 12:00:00
68.73,98.38,2020-11-19 12:30:00
69.08,98.23,2020-11-19 13:00:00
69.02,98.77,2020-11-19 13:30:00
67.77,96.45,2020-11-18 09:00:00
68.46,97.49,2020-11-18 09:30:00
68.46,98.83,2020-11-18 10:00:00
68.37,98.6,2020-11-18 10:30:00
68.39,97.74,2020-11-18 11:00:00
68.43,97.66,2020-11-18 11:30:00
68.33,97.68,2020-11-18 12:00:00
68.36,97.17,2020-11-18 12:30:00
68.4,97.42,2020-11-18 13:00:00
68.59,97.47,2020-11-18 13:30:00
68.07,95.55,2020-11-17 09:00:00
67.46,96.19,2020-11-17 09:30:00
67.35,95.67,2020-11-17 10:00:00
67.76,95.9,2020-11-17 10:30:00
67.69,95.96,2020-11-17 11:00:00
67.69,95.92,2020-11-17 11:30:00
67.63,95.74,2020-11-17 12:00:00
67.59,95.81,2020-11-17 12:30:00
67.79,96.19,2020-11-17 13:00:00
67.77,96.45,2020-11-17 13:30:00
67.89,93.43,2020-11-16 09:00:00
68.11,94.53,2020-11-16 09:30:00
67.92,94.79,2020-11-16 10:00:00
67.87,95.22,2020-11-16 10:30:00
67.89,94.99,2020-11-16 11:00:00
68.0,94.99,2020-11-16 11:30:00
67.95,95.09,2020-11-16 12:00:00
67.93,94.95,2020-11-16 12:30:00
67.93,95.13,2020-11-16 13:00:00
68.07,95.55,2020-11-16 13:30:00
67.53,92.36,2020-11-13 09:00:00
67.73,92.89,2020-11-13 09:30:00
67.89,93.07,2020-11-13 10:00:00
67.86,93.21,2020-11-13 10:30:00
67.95,93.45,2020-11-13 11:00:00
67.79,93.24,2020-11-13 11:30:00
67.9,93.43,2020-11-13 12:00:00
67.78,93.36,2020-11-13 12:30:00
67.91,93.38,2020-11-13 13:00:00
67.89,93.43,2020-11-13 13:30:00
68.07,92.74,2020-11-12 09:00:00
67.9,92.78,2020-11-12 09:30:00
68.01,92.86,2020-11-12 10:00:00
67.8,92.86,2020-11-12 10:30:00
67.86,92.67,2020-11-12 11:00:00
67.67,92.78,2020-11-12 11:30:00
67.57,92.63,2020-11-12 12:00:00
67.41,92.41,2020-11-12 12:30:00
67.42,92.32,2020-11-12 13:00:00
67.53,92.36,2020-11-12 13:30:00
67.81,92.53,2020-11-11 09:00:00
67.96,92.76,2020-11-11 09:30:00
67.79,92.33,2020-11-11 10:00:00
67.84,92.55,2020-11-11 10:30:00
67.79,92.45,2020-11-11 11:00:00
67.79,92.63,2020-11-11 11:30:00
67.92,92.34,2020-11-11 12:00:00
67.93,92.73,2020-11-11 12:30:00
67.99,92.55,2020-11-11 13:00:00
68.07,92.74,2020-11-11 13:30:00
68.13,87.56,2020-11-10 09:00:00
68.22,93.57,2020-11-10 09:30:00
68.58,93.41,2020-11-10 10:00:00
68.5,92.99,2020-11-10 10:30:00
68.08,92.92,2020-11-10 11:00:00
68.08,92.83,2020-11-10 11:30:00
67.75,92.66,2020-11-10 12:00:00
67.61,92.46,2020-11-10 12:30:00
67.78,92.47,2020-11-10 13:00:00
67.81,92.53,2020-11-10 13:30:00
67.16,86.57,2020-11-09 09:00:00
68.41,87.56,2020-11-09 09:30:00
68.47,87.41,2020-11-09 10:00:00
68.25,87.44,2020-11-09 10:30:00
67.92,87.44,2020-11-09 11:00:00
68.08,87.37,2020-11-09 11:30:00
68.06,87.34,2020-11-09 12:00:00
68.15,87.46,2020-11-09 12:30:00
68.09,87.41,2020-11-09 13:00:00
68.13,87.56,2020-11-09 13:30:00
67.25,86.69,2020-11-06 09:00:00
67.42,86.62,2020-11-06 09:30:00
67.38,86.58,2020-11-06 10:00:00
67.32,86.52,2020-11-06 10:30:00
67.36,86.48,2020-11-06 11:00:00
67.19,86.5,2020-11-06 11:30:00
67.18,86.6,2020-11-06 12:00:00
67.3,86.63,2020-11-06 12:30:00
67.23,86.75,2020-11-06 13:00:00
67.16,86.57,2020-11-06 13:30:00
66.85,86.94,2020-11-05 09:00:00
67.33,86.8,2020-11-05 09:30:00
67.67,86.88,2020-11-05 10:00:00
67.47,86.66,2020-11-05 10:30:00
67.34,86.54,2020-11-05 11:00:00
67.34,86.57,2020-11-05 11:30:00
67.41,86.7,2020-11-05 12:00:00
67.22,86.53,2020-11-05 12:30:00
67.28,86.57,2020-11-05 13:00:00
67.25,86.69,2020-11-05 13:30:00
66.38,86.59,2020-11-04 09:00:00
66.16,86.58,2020-11-04 09:30:00
66.61,86.93,2020-11-04 10:00:00
66.81,86.81,2020-11-04 10:30:00
66.77,86.74,2020-11-04 11:00:00
66.89,86.8,2020-11-04 11:30:00
66.97,86.67,2020-11-04 12:00:00
66.83,86.75,2020-11-04 12:30:00
66.78,86.64,2020-11-04 13:00:00
66.85,86.94,2020-11-04 13:30:00
65.71,85.67,2020-11-03 09:00:00
66.12,86.64,2020-11-03 09:30:00
66.45,86.63,2020-11-03 10:00:00
66.35,86.58,2020-11-03 10:30:00
66.41,86.69,2020-11-03 11:00:00
66.38,86.85,2020-11-03 11:30:00
66.38,86.91,2020-11-03 12:00:00
66.27,86.74,2020-11-03 12:30:00
66.38,86.79,2020-11-03 13:00:00
66.38,86.59,2020-11-03 13:30:00
65.39,86.32,2020-11-02 09:00:00
65.46,86.05,2020-11-02 09:30:00
65.37,85.83,2020-11-02 10:00:00
65.11,86.0,2020-11-02 10:30:00
65.47,85.81,2020-11-02 11:00:00
65.85,85.63,2020-11-02 11:30:00
65.82,85.64,2020-11-02 12:00:00
65.73,85.59,2020-11-02 12:30:00
65.79,85.75,2020-11-02 13:00:00
65.71,85.67,2020-11-02 13:30:00
66.36,86.24,2020-10-30 09:00:00
66.01,86.29,2020-10-30 09:30:00
66.15,86.33,2020-10-30 10:00:00
66.13,86.23,2020-10-30 10:30:00
66.15,86.17,2020-10-30 11:00:00
66.17,85.9,2020-10-30 11:30:00
66.08,85.94,2020-10-30 12:00:00
65.9,85.87,2020-10-30 12:30:00
65.71,85.78,2020-10-30 13:00:00
65.39,86.32,2020-10-30 13:30:00
66.4,86.94,2020-10-29 09:00:00
66.22,86.11,2020-10-29 09:30:00
66.3,86.1,2020-10-29 10:00:00
66.33,86.13,2020-10-29 10:30:00
66.31,86.06,2020-10-29 11:00:00
66.2,86.23,2020-10-29 11:30:00
66.26,86.19,2020-10-29 12:00:00
66.32,86.1,2020-10-29 12:30:00
66.37,86.07,2020-10-29 13:00:00
66.36,86.24,2020-10-29 13:30:00
67.22,87.2,2020-10-28 09:00:00
67.35,87.24,2020-10-28 09:30:00
67.14,86.89,2020-10-28 10:00:00
66.93,86.94,2020-10-28 10:30:00
66.85,86.91,2020-10-28 11:00:00
66.69,86.8,2020-10-28 11:30:00
66.5,86.87,2020-10-28 12:00:00
66.55,86.82,2020-10-28 12:30:00
66.53,86.76,2020-10-28 13:00:00
66.4,86.94,2020-10-28 13:30:00
67.2,87.59,2020-10-27 09:00:00
67.53,87.21,2020-10-27 09:30:00
67.53,87.07,2020-10-27 10:00:00
67.39,87.42,2020-10-27 10:30:00
67.34,87.34,2020-10-27 11:00:00
67.24,87.15,2020-10-27 11:30:00
67.15,87.26,2020-10-27 12:00:00
67.1,87.14,2020-10-27 12:30:00
67.21,87.16,2020-10-27 13:00:00
67.22,87.2,2020-10-27 13:30:00
68.28,87.42,2020-10-26 09:00:00
67.99,87.45,2020-10-26 09:30:00
67.7,87.15,2020-10-26 10:00:00
67.67,87.66,2020-10-26 10:30:00
67.54,87.72,2020-10-26 11:00:00
67.55,87.57,2020-10-26 11:30:00
67.51,87.63,2020-10-26 12:00:00
67.34,87.66,2020-10-26 12:30:00
67.26,87.41,2020-10-26 13:00:00
67.2,87.59,2020-10-26 13:30:00
67.59,86.99,2020-10-23 09:00:00
68.05,86.79,2020-10-23 09:30:00
67.97,86.83,2020-10-23 10:00:00
68.19,86.96,2020-10-23 10:30:00
68.43,87.0,2020-10-23 11:00:00
68.52,87.0,2020-10-23 11:30:00
68.49,87.04,2020-10-23 12:00:00
68.36,86.96,2020-10-23 12:30:00
68.33,87.04,2020-10-23 13:00:00
68.28,87.42,2020-10-23 13:30:00
67.75,86.56,2020-10-22 09:00:00
67.79,86.87,2020-10-22 09:30:00
67.78,86.83,2020-10-22 10:00:00
67.42,86.69,2020-10-22 10:30:00
67.52,86.69,2020-10-22 11:00:00
67.52,86.61,2020-10-22 11:30:00
67.37,86.41,2020-10-22 12:00:00
67.38,86.51,2020-10-22 12:30:00
67.36,86.6,2020-10-22 13:00:00
67.59,86.99,2020-10-22 13:30:00
67.55,86.25,2020-10-21 09:00:00
67.59,86.46,2020-10-21 09:30:00
67.71,86.64,2020-10-21 10:00:00
67.7,86.45,2020-10-21 10:30:00
67.58,86.42,2020-10-21 11:00:00
67.59,86.47,2020-10-21 11:30:00
67.62,86.39,2020-10-21 12:00:00
67.61,86.45,2020-10-21 12:30:00
67.62,86.48,2020-10-21 13:00:00
67.75,86.56,2020-10-21 13:30:00
67.32,86.2,2020-10-20 09:00:00
67.68,86.29,2020-10-20 09:30:00
67.67,86.0,2020-10-20 10:00:00
67.64,86.05,2020-10-20 10:30:00
67.65,86.06,2020-10-20 11:00:00
67.57,86.07,2020-10-20 11:30:00
67.55,86.06,2020-10-20 12:00:00
67.52,86.03,2020-10-20 12:30:00
67.51,85.99,2020-10-20 13:00:00
67.55,86.25,2020-10-20 13:30:00
66.6,85.69,2020-10-19 09:00:00
67.09,85.55,2020-10-19 09:30:00
67.07,85.72,2020-10-19 10:00:00
67.04,85.68,2020-10-19 10:30:00
67.17,85.75,2020-10-19 11:00:00
67.12,85.73,2020-10-19 11:30:00
67.11,85.73,2020-10-19 12:00:00
67.19,85.76,2020-10-19 12:30:00
67.23,85.75,2020-10-19 13:00:00
67.32,86.2,2020-10-19 13:30:00
66.99,86.07,2020-10-16 09:00:00
66.88,86.03,2020-10-16 09:30:00
66.93,86.03,2020-10-16 10:00:00
67.04,86.11,2020-10-16 10:30:00
67.19,86.02,2020-10-16 11:00:00
67.1,85.94,2020-10-16 11:30:00
66.96,85.85,2020-10-16 12:00:00
66.73,85.89,2020-10-16 12:30:00
66.77,85.82,2020-10-16 13:00:00
66.6,85.69,2020-10-16 13:30:00
67.6,86.83,2020-10-15 09:00:00
67.44,86.35,2020-10-15 09:30:00
66.99,86.49,2020-10-15 10:00:00
66.82,86.32,2020-10-15 10:30:00
66.82,86.26,2020-10-15 11:00:00
66.9,86.1,2020-10-15 11:30:00
66.92,86.07,2020-10-15 12:00:00
66.92,86.03,2020-10-15 12:30:00
66.96,85.94,2020-10-15 13:00:00
66.99,86.07,2020-10-15 13:30:00
67.5,86.69,2020-10-14 09:00:00
67.84,86.65,2020-10-14 09:30:00
67.9,86.74,2020-10-14 10:00:00
67.81,86.96,2020-10-14 10:30:00
67.76,86.94,2020-10-14 11:00:00
67.76,86.89,2020-10-14 11:30:00
67.72,86.84,2020-10-14 12:00:00
67.68,86.96,2020-10-14 12:30:00
67.66,86.85,2020-10-14 13:00:00
67.6,86.83,2020-10-14 13:30:00
67.7,87.27,2020-10-13 09:00:00
67.23,86.84,2020-10-13 09:30:00
67.24,86.87,2020-10-13 10:00:00
67.46,86.88,2020-10-13 10:30:00
67.25,86.95,2020-10-13 11:00:00
67.29,86.78,2020-10-13 11:30:00
67.32,86.94,2020-10-13 12:00:00
67.31,86.78,2020-10-13 12:30:00
67.32,86.66,2020-10-13 13:00:00
67.5,86.69,2020-10-13 13:30:00
68.86,87.62,2020-10-12 09:00:00
68.38,87.52,2020-10-12 09:30:00
68.25,87.48,2020-10-12 10:00:00
68.02,87.43,2020-10-12 10:30:00
67.98,87.36,2020-10-12 11:00:00
67.83,87.2,2020-10-12 11:30:00
67.88,87.2,2020-10-12 12:00:00
67.93,87.13,2020-10-12 12:30:00
67.82,87.19,2020-10-12 13:00:00
67.7,87.27,2020-10-12 13:30:00
69.08,87.82,2020-10-08 09:00:00
68.83,87.68,2020-10-08 09:30:00
68.88,87.64,2020-10-08 10:00:00
68.83,87.57,2020-10-08 10:30:00
68.76,87.53,2020-10-08 11:00:00
68.73,87.41,2020-10-08 11:30:00
68.69,87.43,2020-10-08 12:00:00
68.72,87.25,2020-10-08 12:30:00
68.67,87.15,2020-10-08 13:00:00
68.86,87.62,2020-10-08 13:30:00
69.18,87.17,2020-10-07 09:00:00
69.17,87.11,2020-10-07 09:30:00
69.09,87.19,2020-10-07 10:00:00
68.93,87.27,2020-10-07 10:30:00
68.83,87.19,2020-10-07 11:00:00
68.72,87.23,2020-10-07 11:30:00
68.89,87.46,2020-10-07 12:00:00
68.86,87.48,2020-10-07 12:30:00
68.86,87.32,2020-10-07 13:00:00
69.08,87.82,2020-10-07 13:30:00
69.12,86.21,2020-10-06 09:00:00
69.47,86.4,2020-10-06 09:30:00
69.26,86.75,2020-10-06 10:00:00
69.24,86.7,2020-10-06 10:30:00
69.1,86.76,2020-10-06 11:00:00
69.05,86.76,2020-10-06 11:30:00
69.1,86.76,2020-10-06 12:00:00
69.11,86.75,2020-10-06 12:30:00
69.12,86.79,2020-10-06 13:00:00
69.18,87.17,2020-10-06 13:30:00
67.63,85.99,2020-10-05 09:00:00
68.59,86.13,2020-10-05 09:30:00
69.19,86.2,2020-10-05 10:00:00
69.11,86.28,2020-10-05 10:30:00
69.06,86.23,2020-10-05 11:00:00
68.89,86.11,2020-10-05 11:30:00
68.99,86.02,2020-10-05 12:00:00
69.03,86.07,2020-10-05 12:30:00
68.93,86.05,2020-10-05 13:00:00
69.12,86.21,2020-10-05 13:30:00
67.41,85.66,2020-09-30 09:00:00
67.22,85.63,2020-09-30 09:30:00
67.51,85.7,2020-09-30 10:00:00
67.57,85.86,2020-09-30 10:30:00
67.37,85.92,2020-09-30 11:00:00
67.31,85.81,2020-09-30 11:30:00
67.6,85.69,2020-09-30 12:00:00
67.73,85.88,2020-09-30 12:30:00
67.74,85.8,2020-09-30 13:00:00
67.63,85.99,2020-09-30 13:30:00
67.91,85.15,2020-09-29 09:00:00
67.68,85.84,2020-09-29 09:30:00
67.8,85.7,2020-09-29 10:00:00
67.69,85.66,2020-09-29 10:30:00
67.62,85.55,2020-09-29 11:00:00
67.58,85.47,2020-09-29 11:30:00
67.46,85.37,2020-09-29 12:00:00
67.41,85.4,2020-09-29 12:30:00
67.38,85.46,2020-09-29 13:00:00
67.41,85.66,2020-09-29 13:30:00
66.65,84.47,2020-09-28 09:00:00
67.69,84.58,2020-09-28 09:30:00
67.65,84.82,2020-09-28 10:00:00
67.81,84.95,2020-09-28 10:30:00
67.99,84.89,2020-09-28 11:00:00
67.92,84.98,2020-09-28 11:30:00
68.12,85.06,2020-09-28 12:00:00
67.99,84.98,2020-09-28 12:30:00
67.99,84.86,2020-09-28 13:00:00
67.91,85.15,2020-09-28 13:30:00
68.87,84.97,2020-09-25 09:00:00
69.11,85.37,2020-09-25 09:30:00
68.77,85.55,2020-09-25 10:00:00
68.06,84.82,2020-09-25 10:30:00
67.84,84.49,2020-09-25 11:00:00
