生技醫療類指數,觀光類指數,time
45.4,59.71,2020-03-19 11:30:00
45.41,59.75,2020-03-19 12:00:00
45.34,59.68,2020-03-19 12:30:00
45.28,59.83,2020-03-19 13:00:00
45.25,59.79,2020-03-19 13:30:00
50.95,68.26,2020-03-18 09:00:00
50.96,66.35,2020-03-18 09:30:00
50.97,66.68,2020-03-18 10:00:00
50.71,66.49,2020-03-18 10:30:00
50.77,66.18,2020-03-18 11:00:00
50.78,66.19,2020-03-18 11:30:00
50.79,66.26,2020-03-18 12:00:00
50.27,65.74,2020-03-18 12:30:00
50.1,65.28,2020-03-18 13:00:00
49.65,64.91,2020-03-18 13:30:00
53.39,72.68,2020-03-17 09:00:00
52.2,70.32,2020-03-17 09:30:00
51.63,69.99,2020-03-17 10:00:00
51.14,69.46,2020-03-17 10:30:00
51.15,69.13,2020-03-17 11:00:00
50.97,68.74,2020-03-17 11:30:00
51.27,68.79,2020-03-17 12:00:00
51.26,68.76,2020-03-17 12:30:00
51.29,68.37,2020-03-17 13:00:00
50.95,68.26,2020-03-17 13:30:00
54.89,76.23,2020-03-16 09:00:00
55.87,75.45,2020-03-16 09:30:00
55.59,74.38,2020-03-16 10:00:00
55.68,74.31,2020-03-16 10:30:00
55.41,74.08,2020-03-16 11:00:00
54.82,73.43,2020-03-16 11:30:00
55.01,73.92,2020-03-16 12:00:00
54.01,73.48,2020-03-16 12:30:00
53.64,72.74,2020-03-16 13:00:00
53.39,72.68,2020-03-16 13:30:00
58.91,79.98,2020-03-13 09:00:00
53.63,74.87,2020-03-13 09:30:00
53.93,75.13,2020-03-13 10:00:00
54.3,75.16,2020-03-13 10:30:00
54.1,75.09,2020-03-13 11:00:00
53.86,74.57,2020-03-13 11:30:00
53.83,74.63,2020-03-13 12:00:00
53.76,74.38,2020-03-13 12:30:00
54.28,75.04,2020-03-13 13:00:00
54.89,76.23,2020-03-13 13:30:00
62.71,82.98,2020-03-12 09:00:00
60.65,80.72,2020-03-12 09:30:00
59.17,79.95,2020-03-12 10:00:00
59.76,80.29,2020-03-12 10:30:00
59.71,80.45,2020-03-12 11:00:00
59.42,80.16,2020-03-12 11:30:00
58.68,79.97,2020-03-12 12:00:00
58.62,80.09,2020-03-12 12:30:00
58.87,79.92,2020-03-12 13:00:00
58.91,79.98,2020-03-12 13:30:00
63.11,82.81,2020-03-11 09:00:00
63.65,83.72,2020-03-11 09:30:00
63.85,83.94,2020-03-11 10:00:00
63.86,84.02,2020-03-11 10:30:00
63.69,84.06,2020-03-11 11:00:00
63.74,83.97,2020-03-11 11:30:00
63.57,83.66,2020-03-11 12:00:00
63.44,83.82,2020-03-11 12:30:00
62.91,83.63,2020-03-11 13:00:00
62.71,82.98,2020-03-11 13:30:00
64.56,82.51,2020-03-10 09:00:00
62.26,80.85,2020-03-10 09:30:00
62.29,81.0,2020-03-10 10:00:00
62.03,80.93,2020-03-10 10:30:00
61.85,80.94,2020-03-10 11:00:00
62.28,81.45,2020-03-10 11:30:00
62.86,81.86,2020-03-10 12:00:00
62.91,82.46,2020-03-10 12:30:00
62.85,82.56,2020-03-10 13:00:00
63.11,82.81,2020-03-10 13:30:00
65.56,84.8,2020-03-09 09:00:00
66.82,83.77,2020-03-09 09:30:00
66.05,83.23,2020-03-09 10:00:00
66.08,83.06,2020-03-09 10:30:00
66.11,83.06,2020-03-09 11:00:00
66.17,83.2,2020-03-09 11:30:00
66.19,83.07,2020-03-09 12:00:00
65.92,83.0,2020-03-09 12:30:00
65.21,82.79,2020-03-09 13:00:00
64.56,82.51,2020-03-09 13:30:00
63.83,85.41,2020-03-06 09:00:00
64.67,84.91,2020-03-06 09:30:00
64.45,84.88,2020-03-06 10:00:00
64.73,84.82,2020-03-06 10:30:00
64.93,84.85,2020-03-06 11:00:00
64.85,84.79,2020-03-06 11:30:00
65.06,84.83,2020-03-06 12:00:00
65.36,84.82,2020-03-06 12:30:00
65.45,84.86,2020-03-06 13:00:00
65.56,84.8,2020-03-06 13:30:00
62.97,85.3,2020-03-05 09:00:00
63.42,85.61,2020-03-05 09:30:00
63.31,85.62,2020-03-05 10:00:00
63.27,85.52,2020-03-05 10:30:00
63.48,85.59,2020-03-05 11:00:00
63.52,85.62,2020-03-05 11:30:00
63.44,85.63,2020-03-05 12:00:00
63.53,85.53,2020-03-05 12:30:00
63.68,85.4,2020-03-05 13:00:00
63.83,85.41,2020-03-05 13:30:00
62.92,85.55,2020-03-04 09:00:00
63.01,85.42,2020-03-04 09:30:00
62.84,85.31,2020-03-04 10:00:00
62.7,85.09,2020-03-04 10:30:00
62.94,85.22,2020-03-04 11:00:00
62.93,85.21,2020-03-04 11:30:00
62.87,85.1,2020-03-04 12:00:00
62.91,85.15,2020-03-04 12:30:00
63.01,85.22,2020-03-04 13:00:00
62.97,85.3,2020-03-04 13:30:00
62.09,85.88,2020-03-03 09:00:00
62.87,86.15,2020-03-03 09:30:00
62.89,85.76,2020-03-03 10:00:00
62.97,85.65,2020-03-03 10:30:00
63.0,85.67,2020-03-03 11:00:00
63.01,85.57,2020-03-03 11:30:00
62.95,85.62,2020-03-03 12:00:00
62.89,85.7,2020-03-03 12:30:00
62.99,85.56,2020-03-03 13:00:00
62.92,85.55,2020-03-03 13:30:00
62.05,85.27,2020-03-02 09:00:00
61.3,84.52,2020-03-02 09:30:00
61.51,84.75,2020-03-02 10:00:00
61.81,85.4,2020-03-02 10:30:00
62.21,86.06,2020-03-02 11:00:00
62.32,86.27,2020-03-02 11:30:00
62.17,85.98,2020-03-02 12:00:00
62.12,85.77,2020-03-02 12:30:00
62.1,85.72,2020-03-02 13:00:00
62.09,85.88,2020-03-02 13:30:00
63.01,86.29,2020-02-27 09:00:00
63.29,85.93,2020-02-27 09:30:00
63.21,85.86,2020-02-27 10:00:00
62.95,85.94,2020-02-27 10:30:00
62.67,85.86,2020-02-27 11:00:00
62.64,85.69,2020-02-27 11:30:00
62.73,85.61,2020-02-27 12:00:00
62.46,85.31,2020-02-27 12:30:00
62.14,85.26,2020-02-27 13:00:00
62.05,85.27,2020-02-27 13:30:00
63.57,86.38,2020-02-26 09:00:00
63.35,86.22,2020-02-26 09:30:00
63.34,86.27,2020-02-26 10:00:00
63.37,86.29,2020-02-26 10:30:00
63.38,86.36,2020-02-26 11:00:00
63.35,86.52,2020-02-26 11:30:00
63.35,86.39,2020-02-26 12:00:00
63.22,86.47,2020-02-26 12:30:00
63.16,86.36,2020-02-26 13:00:00
63.01,86.29,2020-02-26 13:30:00
63.85,86.93,2020-02-25 09:00:00
63.43,86.19,2020-02-25 09:30:00
63.36,86.41,2020-02-25 10:00:00
63.53,86.42,2020-02-25 10:30:00
63.48,86.35,2020-02-25 11:00:00
63.52,86.35,2020-02-25 11:30:00
63.55,86.41,2020-02-25 12:00:00
63.61,86.35,2020-02-25 12:30:00
63.65,86.4,2020-02-25 13:00:00
63.57,86.38,2020-02-25 13:30:00
63.86,88.01,2020-02-24 09:00:00
64.23,87.21,2020-02-24 09:30:00
64.3,86.97,2020-02-24 10:00:00
64.25,87.04,2020-02-24 10:30:00
64.2,86.86,2020-02-24 11:00:00
64.15,86.85,2020-02-24 11:30:00
64.12,86.89,2020-02-24 12:00:00
64.17,86.85,2020-02-24 12:30:00
64.17,86.84,2020-02-24 13:00:00
63.85,86.93,2020-02-24 13:30:00
63.4,88.58,2020-02-21 09:00:00
63.79,88.38,2020-02-21 09:30:00
63.89,88.37,2020-02-21 10:00:00
63.81,88.11,2020-02-21 10:30:00
63.78,88.06,2020-02-21 11:00:00
63.84,88.0,2020-02-21 11:30:00
63.86,87.94,2020-02-21 12:00:00
63.84,87.87,2020-02-21 12:30:00
63.89,87.88,2020-02-21 13:00:00
63.86,88.01,2020-02-21 13:30:00
63.12,88.83,2020-02-20 09:00:00
63.43,88.98,2020-02-20 09:30:00
63.24,88.73,2020-02-20 10:00:00
63.29,88.66,2020-02-20 10:30:00
63.14,88.68,2020-02-20 11:00:00
63.2,88.7,2020-02-20 11:30:00
63.27,88.6,2020-02-20 12:00:00
63.31,88.59,2020-02-20 12:30:00
63.39,88.54,2020-02-20 13:00:00
63.4,88.58,2020-02-20 13:30:00
62.1,88.15,2020-02-19 09:00:00
62.52,88.41,2020-02-19 09:30:00
62.76,88.28,2020-02-19 10:00:00
62.9,88.43,2020-02-19 10:30:00
62.8,88.61,2020-02-19 11:00:00
63.06,88.67,2020-02-19 11:30:00
63.11,88.7,2020-02-19 12:00:00
63.24,88.85,2020-02-19 12:30:00
63.12,88.84,2020-02-19 13:00:00
63.12,88.83,2020-02-19 13:30:00
62.08,88.01,2020-02-18 09:00:00
62.28,88.5,2020-02-18 09:30:00
62.12,88.28,2020-02-18 10:00:00
62.19,88.3,2020-02-18 10:30:00
62.17,88.16,2020-02-18 11:00:00
62.09,88.17,2020-02-18 11:30:00
62.08,88.12,2020-02-18 12:00:00
62.05,88.0,2020-02-18 12:30:00
62.07,88.09,2020-02-18 13:00:00
62.1,88.15,2020-02-18 13:30:00
62.08,88.81,2020-02-17 09:00:00
62.72,87.74,2020-02-17 09:30:00
62.5,87.85,2020-02-17 10:00:00
62.42,88.0,2020-02-17 10:30:00
62.38,88.07,2020-02-17 11:00:00
62.29,88.19,2020-02-17 11:30:00
62.3,88.06,2020-02-17 12:00:00
62.23,88.0,2020-02-17 12:30:00
62.32,88.08,2020-02-17 13:00:00
62.08,88.01,2020-02-17 13:30:00
62.1,88.27,2020-02-14 09:00:00
62.33,88.6,2020-02-14 09:30:00
62.24,88.7,2020-02-14 10:00:00
62.22,88.79,2020-02-14 10:30:00
62.21,88.82,2020-02-14 11:00:00
62.11,88.82,2020-02-14 11:30:00
62.12,88.88,2020-02-14 12:00:00
62.11,88.83,2020-02-14 12:30:00
62.09,88.77,2020-02-14 13:00:00
62.08,88.81,2020-02-14 13:30:00
62.43,88.26,2020-02-13 09:00:00
62.47,88.58,2020-02-13 09:30:00
62.38,88.49,2020-02-13 10:00:00
62.29,88.54,2020-02-13 10:30:00
62.29,88.76,2020-02-13 11:00:00
62.29,88.63,2020-02-13 11:30:00
62.2,88.51,2020-02-13 12:00:00
62.13,88.35,2020-02-13 12:30:00
62.19,88.26,2020-02-13 13:00:00
62.1,88.27,2020-02-13 13:30:00
61.89,86.7,2020-02-12 09:00:00
62.45,88.0,2020-02-12 09:30:00
62.74,88.22,2020-02-12 10:00:00
62.7,88.25,2020-02-12 10:30:00
62.58,88.14,2020-02-12 11:00:00
62.5,88.3,2020-02-12 11:30:00
62.48,88.46,2020-02-12 12:00:00
62.5,88.51,2020-02-12 12:30:00
62.41,88.44,2020-02-12 13:00:00
62.43,88.26,2020-02-12 13:30:00
61.57,86.09,2020-02-11 09:00:00
61.92,86.19,2020-02-11 09:30:00
61.88,86.47,2020-02-11 10:00:00
61.89,86.63,2020-02-11 10:30:00
61.85,86.8,2020-02-11 11:00:00
61.88,86.78,2020-02-11 11:30:00
61.8,86.87,2020-02-11 12:00:00
61.76,86.76,2020-02-11 12:30:00
61.77,86.68,2020-02-11 13:00:00
61.89,86.7,2020-02-11 13:30:00
62.08,86.28,2020-02-10 09:00:00
61.49,85.19,2020-02-10 09:30:00
61.59,85.54,2020-02-10 10:00:00
61.65,85.52,2020-02-10 10:30:00
61.72,86.0,2020-02-10 11:00:00
61.65,85.92,2020-02-10 11:30:00
61.74,85.87,2020-02-10 12:00:00
61.72,85.9,2020-02-10 12:30:00
61.73,85.86,2020-02-10 13:00:00
61.57,86.09,2020-02-10 13:30:00
61.94,87.82,2020-02-07 09:00:00
62.0,86.71,2020-02-07 09:30:00
61.99,86.74,2020-02-07 10:00:00
62.26,86.91,2020-02-07 10:30:00
62.3,86.65,2020-02-07 11:00:00
62.39,86.57,2020-02-07 11:30:00
62.34,86.48,2020-02-07 12:00:00
62.17,86.54,2020-02-07 12:30:00
62.19,86.53,2020-02-07 13:00:00
62.08,86.28,2020-02-07 13:30:00
61.88,86.82,2020-02-06 09:00:00
62.22,87.47,2020-02-06 09:30:00
62.06,87.53,2020-02-06 10:00:00
62.05,87.4,2020-02-06 10:30:00
61.92,87.48,2020-02-06 11:00:00
61.89,87.57,2020-02-06 11:30:00
61.89,87.48,2020-02-06 12:00:00
61.87,87.58,2020-02-06 12:30:00
61.9,87.66,2020-02-06 13:00:00
61.94,87.82,2020-02-06 13:30:00
60.53,87.74,2020-02-05 09:00:00
61.53,86.95,2020-02-05 09:30:00
61.83,87.09,2020-02-05 10:00:00
62.13,87.24,2020-02-05 10:30:00
61.95,87.25,2020-02-05 11:00:00
62.11,87.24,2020-02-05 11:30:00
62.16,87.25,2020-02-05 12:00:00
61.85,87.01,2020-02-05 12:30:00
61.84,86.9,2020-02-05 13:00:00
61.88,86.82,2020-02-05 13:30:00
59.69,85.83,2020-02-04 09:00:00
60.55,87.24,2020-02-04 09:30:00
60.46,87.49,2020-02-04 10:00:00
60.47,87.32,2020-02-04 10:30:00
60.46,87.38,2020-02-04 11:00:00
60.4,87.09,2020-02-04 11:30:00
60.44,87.23,2020-02-04 12:00:00
60.53,87.38,2020-02-04 12:30:00
60.49,87.58,2020-02-04 13:00:00
60.53,87.74,2020-02-04 13:30:00
61.68,88.7,2020-02-03 09:00:00
59.02,84.13,2020-02-03 09:30:00
59.74,84.98,2020-02-03 10:00:00
59.99,85.23,2020-02-03 10:30:00
59.88,85.25,2020-02-03 11:00:00
59.86,85.38,2020-02-03 11:30:00
59.71,85.47,2020-02-03 12:00:00
59.71,85.5,2020-02-03 12:30:00
59.73,85.5,2020-02-03 13:00:00
59.69,85.83,2020-02-03 13:30:00
63.0,90.56,2020-01-31 09:00:00
62.26,88.4,2020-01-31 09:30:00
61.24,87.78,2020-01-31 10:00:00
61.57,88.18,2020-01-31 10:30:00
61.64,88.16,2020-01-31 11:00:00
61.75,88.32,2020-01-31 11:30:00
61.87,88.64,2020-01-31 12:00:00
61.79,88.52,2020-01-31 12:30:00
61.76,88.55,2020-01-31 13:00:00
61.68,88.7,2020-01-31 13:30:00
64.93,98.53,2020-01-30 09:00:00
64.42,91.18,2020-01-30 09:30:00
64.49,91.69,2020-01-30 10:00:00
63.94,91.29,2020-01-30 10:30:00
63.87,91.24,2020-01-30 11:00:00
63.79,91.08,2020-01-30 11:30:00
63.6,91.02,2020-01-30 12:00:00
63.41,90.82,2020-01-30 12:30:00
63.27,90.56,2020-01-30 13:00:00
63.0,90.56,2020-01-30 13:30:00
64.61,98.33,2020-01-20 09:00:00
64.89,98.67,2020-01-20 09:30:00
64.89,98.39,2020-01-20 10:00:00
64.84,98.43,2020-01-20 10:30:00
64.83,98.3,2020-01-20 11:00:00
64.85,98.34,2020-01-20 11:30:00
64.83,98.31,2020-01-20 12:00:00
64.81,98.39,2020-01-20 12:30:00
64.82,98.37,2020-01-20 13:00:00
64.93,98.53,2020-01-20 13:30:00
64.62,98.36,2020-01-17 09:00:00
64.78,98.32,2020-01-17 09:30:00
64.7,98.4,2020-01-17 10:00:00
64.73,98.31,2020-01-17 10:30:00
64.72,98.46,2020-01-17 11:00:00
64.68,98.52,2020-01-17 11:30:00
64.72,98.49,2020-01-17 12:00:00
64.71,98.46,2020-01-17 12:30:00
64.62,98.5,2020-01-17 13:00:00
64.61,98.33,2020-01-17 13:30:00
64.55,98.75,2020-01-16 09:00:00
64.7,98.19,2020-01-16 09:30:00
64.72,98.38,2020-01-16 10:00:00
64.59,98.3,2020-01-16 10:30:00
64.62,98.21,2020-01-16 11:00:00
64.64,98.37,2020-01-16 11:30:00
64.6,98.33,2020-01-16 12:00:00
64.62,98.27,2020-01-16 12:30:00
64.6,98.31,2020-01-16 13:00:00
64.62,98.36,2020-01-16 13:30:00
64.61,99.37,2020-01-15 09:00:00
64.79,98.88,2020-01-15 09:30:00
64.76,98.74,2020-01-15 10:00:00
64.65,98.62,2020-01-15 10:30:00
64.65,98.71,2020-01-15 11:00:00
64.71,98.8,2020-01-15 11:30:00
64.67,98.81,2020-01-15 12:00:00
64.7,98.88,2020-01-15 12:30:00
64.65,98.89,2020-01-15 13:00:00
64.55,98.75,2020-01-15 13:30:00
64.63,99.5,2020-01-14 09:00:00
64.63,99.77,2020-01-14 09:30:00
64.61,99.66,2020-01-14 10:00:00
64.7,99.66,2020-01-14 10:30:00
64.71,99.5,2020-01-14 11:00:00
64.77,99.64,2020-01-14 11:30:00
64.7,99.52,2020-01-14 12:00:00
64.63,99.55,2020-01-14 12:30:00
64.58,99.44,2020-01-14 13:00:00
64.61,99.37,2020-01-14 13:30:00
64.51,102.19,2020-01-13 09:00:00
65.13,99.58,2020-01-13 09:30:00
65.03,99.65,2020-01-13 10:00:00
64.92,99.75,2020-01-13 10:30:00
64.87,99.69,2020-01-13 11:00:00
64.77,99.77,2020-01-13 11:30:00
64.76,99.71,2020-01-13 12:00:00
64.73,99.54,2020-01-13 12:30:00
64.7,99.68,2020-01-13 13:00:00
64.63,99.5,2020-01-13 13:30:00
64.03,101.24,2020-01-10 09:00:00
64.35,101.26,2020-01-10 09:30:00
64.31,101.51,2020-01-10 10:00:00
64.39,101.48,2020-01-10 10:30:00
64.42,101.67,2020-01-10 11:00:00
64.49,101.88,2020-01-10 11:30:00
64.58,102.14,2020-01-10 12:00:00
64.56,102.0,2020-01-10 12:30:00
64.53,102.06,2020-01-10 13:00:00
64.51,102.19,2020-01-10 13:30:00
63.53,99.36,2020-01-09 09:00:00
64.2,100.01,2020-01-09 09:30:00
64.4,100.2,2020-01-09 10:00:00
64.4,100.43,2020-01-09 10:30:00
64.31,100.78,2020-01-09 11:00:00
64.24,100.74,2020-01-09 11:30:00
64.19,100.74,2020-01-09 12:00:00
64.14,100.98,2020-01-09 12:30:00
64.07,101.13,2020-01-09 13:00:00
64.03,101.24,2020-01-09 13:30:00
64.22,99.45,2020-01-08 09:00:00
63.86,99.38,2020-01-08 09:30:00
63.65,99.08,2020-01-08 10:00:00
63.89,99.16,2020-01-08 10:30:00
63.9,99.29,2020-01-08 11:00:00
63.88,99.25,2020-01-08 11:30:00
63.84,99.26,2020-01-08 12:00:00
63.72,99.24,2020-01-08 12:30:00
63.67,99.24,2020-01-08 13:00:00
63.53,99.36,2020-01-08 13:30:00
64.92,99.49,2020-01-07 09:00:00
64.68,99.78,2020-01-07 09:30:00
64.69,99.94,2020-01-07 10:00:00
64.44,99.54,2020-01-07 10:30:00
64.31,99.47,2020-01-07 11:00:00
64.05,99.45,2020-01-07 11:30:00
64.19,99.65,2020-01-07 12:00:00
64.35,99.66,2020-01-07 12:30:00
64.41,99.65,2020-01-07 13:00:00
64.22,99.45,2020-01-07 13:30:00
65.34,99.64,2020-01-06 09:00:00
65.32,99.22,2020-01-06 09:30:00
64.88,99.12,2020-01-06 10:00:00
65.13,99.33,2020-01-06 10:30:00
65.12,99.34,2020-01-06 11:00:00
65.1,99.29,2020-01-06 11:30:00
65.14,99.39,2020-01-06 12:00:00
65.08,99.63,2020-01-06 12:30:00
65.03,99.58,2020-01-06 13:00:00
64.92,99.49,2020-01-06 13:30:00
65.8,100.62,2020-01-03 09:00:00
65.92,100.16,2020-01-03 09:30:00
65.7,100.21,2020-01-03 10:00:00
65.58,100.02,2020-01-03 10:30:00
65.24,99.69,2020-01-03 11:00:00
65.09,99.71,2020-01-03 11:30:00
65.27,99.65,2020-01-03 12:00:00
65.25,99.73,2020-01-03 12:30:00
65.39,99.69,2020-01-03 13:00:00
65.34,99.64,2020-01-03 13:30:00
65.38,99.99,2020-01-02 09:00:00
65.59,100.43,2020-01-02 09:30:00
65.57,100.78,2020-01-02 10:00:00
65.73,100.58,2020-01-02 10:30:00
65.68,100.82,2020-01-02 11:00:00
65.73,100.68,2020-01-02 11:30:00
65.8,100.77,2020-01-02 12:00:00
65.78,100.71,2020-01-02 12:30:00
65.77,100.71,2020-01-02 13:00:00
65.8,100.62,2020-01-02 13:30:00
64.95,100.13,2019-12-31 09:00:00
65.28,99.84,2019-12-31 09:30:00
65.43,99.65,2019-12-31 10:00:00
65.4,99.77,2019-12-31 10:30:00
65.4,99.8,2019-12-31 11:00:00
65.43,99.79,2019-12-31 11:30:00
65.31,99.95,2019-12-31 12:00:00
65.29,99.93,2019-12-31 12:30:00
65.28,99.84,2019-12-31 13:00:00
65.38,99.99,2019-12-31 13:30:00
64.53,100.35,2019-12-30 09:00:00
64.95,100.31,2019-12-30 09:30:00
64.87,99.9,2019-12-30 10:00:00
64.84,99.8,2019-12-30 10:30:00
64.92,99.86,2019-12-30 11:00:00
64.93,99.87,2019-12-30 11:30:00
65.03,99.96,2019-12-30 12:00:00
65.0,100.1,2019-12-30 12:30:00
64.98,100.17,2019-12-30 13:00:00
64.95,100.13,2019-12-30 13:30:00
64.46,100.27,2019-12-27 09:00:00
64.76,100.33,2019-12-27 09:30:00
64.72,100.37,2019-12-27 10:00:00
64.74,100.27,2019-12-27 10:30:00
64.67,100.34,2019-12-27 11:00:00
64.62,100.33,2019-12-27 11:30:00
64.67,100.35,2019-12-27 12:00:00
64.65,100.32,2019-12-27 12:30:00
64.56,100.31,2019-12-27 13:00:00
64.53,100.35,2019-12-27 13:30:00
64.4,100.05,2019-12-26 09:00:00
64.43,100.34,2019-12-26 09:30:00
64.38,100.56,2019-12-26 10:00:00
64.39,100.32,2019-12-26 10:30:00
64.43,100.43,2019-12-26 11:00:00
64.41,100.45,2019-12-26 11:30:00
64.42,100.48,2019-12-26 12:00:00
64.44,100.42,2019-12-26 12:30:00
64.52,100.46,2019-12-26 13:00:00
64.46,100.27,2019-12-26 13:30:00
64.29,99.9,2019-12-25 09:00:00
64.45,100.32,2019-12-25 09:30:00
64.52,100.32,2019-12-25 10:00:00
64.48,100.23,2019-12-25 10:30:00
64.46,100.32,2019-12-25 11:00:00
64.35,100.42,2019-12-25 11:30:00
64.32,100.22,2019-12-25 12:00:00
64.32,100.13,2019-12-25 12:30:00
64.36,100.04,2019-12-25 13:00:00
64.4,100.05,2019-12-25 13:30:00
64.51,99.77,2019-12-24 09:00:00
64.49,100.05,2019-12-24 09:30:00
64.46,100.05,2019-12-24 10:00:00
64.41,100.16,2019-12-24 10:30:00
64.42,100.18,2019-12-24 11:00:00
64.38,99.98,2019-12-24 11:30:00
64.38,100.04,2019-12-24 12:00:00
64.32,100.14,2019-12-24 12:30:00
64.3,100.0,2019-12-24 13:00:00
64.29,99.9,2019-12-24 13:30:00
64.23,99.5,2019-12-23 09:00:00
64.69,99.33,2019-12-23 09:30:00
64.75,99.48,2019-12-23 10:00:00
64.65,99.68,2019-12-23 10:30:00
64.56,99.71,2019-12-23 11:00:00
64.5,99.28,2019-12-23 11:30:00
64.49,99.31,2019-12-23 12:00:00
64.53,99.36,2019-12-23 12:30:00
64.46,99.56,2019-12-23 13:00:00
64.51,99.77,2019-12-23 13:30:00
64.14,99.81,2019-12-20 09:00:00
64.56,99.85,2019-12-20 09:30:00
64.69,99.95,2019-12-20 10:00:00
64.58,99.74,2019-12-20 10:30:00
64.58,99.63,2019-12-20 11:00:00
64.53,99.64,2019-12-20 11:30:00
64.42,99.51,2019-12-20 12:00:00
64.44,99.52,2019-12-20 12:30:00
64.43,99.56,2019-12-20 13:00:00
64.23,99.5,2019-12-20 13:30:00
63.99,99.46,2019-12-19 09:00:00
64.24,99.61,2019-12-19 09:30:00
64.22,99.47,2019-12-19 10:00:00
64.25,99.62,2019-12-19 10:30:00
64.17,99.64,2019-12-19 11:00:00
64.17,99.51,2019-12-19 11:30:00
64.14,99.62,2019-12-19 12:00:00
64.13,99.56,2019-12-19 12:30:00
64.07,99.6,2019-12-19 13:00:00
64.14,99.81,2019-12-19 13:30:00
64.25,99.68,2019-12-18 09:00:00
64.23,99.59,2019-12-18 09:30:00
64.19,99.44,2019-12-18 10:00:00
64.14,99.55,2019-12-18 10:30:00
64.06,99.67,2019-12-18 11:00:00
64.06,99.65,2019-12-18 11:30:00
64.05,99.48,2019-12-18 12:00:00
64.05,99.53,2019-12-18 12:30:00
64.03,99.61,2019-12-18 13:00:00
63.99,99.46,2019-12-18 13:30:00
63.98,99.14,2019-12-17 09:00:00
64.04,99.59,2019-12-17 09:30:00
64.07,99.72,2019-12-17 10:00:00
64.23,99.84,2019-12-17 10:30:00
64.19,99.76,2019-12-17 11:00:00
64.19,99.66,2019-12-17 11:30:00
64.17,99.79,2019-12-17 12:00:00
64.27,99.58,2019-12-17 12:30:00
64.32,99.73,2019-12-17 13:00:00
64.25,99.68,2019-12-17 13:30:00
63.4,98.52,2019-12-16 09:00:00
63.79,98.19,2019-12-16 09:30:00
64.03,98.8,2019-12-16 10:00:00
64.24,99.15,2019-12-16 10:30:00
64.02,99.1,2019-12-16 11:00:00
64.08,99.17,2019-12-16 11:30:00
64.06,99.12,2019-12-16 12:00:00
64.08,99.12,2019-12-16 12:30:00
64.04,99.12,2019-12-16 13:00:00
63.98,99.14,2019-12-16 13:30:00
64.01,98.59,2019-12-13 09:00:00
63.94,98.35,2019-12-13 09:30:00
63.79,98.56,2019-12-13 10:00:00
63.57,98.2,2019-12-13 10:30:00
63.6,98.25,2019-12-13 11:00:00
63.65,98.17,2019-12-13 11:30:00
63.54,98.13,2019-12-13 12:00:00
63.57,98.24,2019-12-13 12:30:00
63.49,98.16,2019-12-13 13:00:00
63.4,98.52,2019-12-13 13:30:00
64.57,98.4,2019-12-12 09:00:00
64.46,98.55,2019-12-12 09:30:00
64.38,98.59,2019-12-12 10:00:00
64.23,98.64,2019-12-12 10:30:00
64.28,98.85,2019-12-12 11:00:00
64.22,98.76,2019-12-12 11:30:00
64.24,98.66,2019-12-12 12:00:00
64.22,98.71,2019-12-12 12:30:00
64.14,98.71,2019-12-12 13:00:00
64.01,98.59,2019-12-12 13:30:00
64.74,98.29,2019-12-11 09:00:00
64.88,98.42,2019-12-11 09:30:00
64.87,98.27,2019-12-11 10:00:00
64.98,98.23,2019-12-11 10:30:00
64.92,98.21,2019-12-11 11:00:00
64.86,98.19,2019-12-11 11:30:00
64.8,98.16,2019-12-11 12:00:00
64.79,97.98,2019-12-11 12:30:00
64.7,98.07,2019-12-11 13:00:00
64.57,98.4,2019-12-11 13:30:00
65.09,98.4,2019-12-10 09:00:00
65.14,98.26,2019-12-10 09:30:00
65.06,98.54,2019-12-10 10:00:00
64.95,98.4,2019-12-10 10:30:00
64.82,98.51,2019-12-10 11:00:00
64.76,98.44,2019-12-10 11:30:00
64.7,98.6,2019-12-10 12:00:00
64.79,98.48,2019-12-10 12:30:00
64.84,98.53,2019-12-10 13:00:00
64.74,98.29,2019-12-10 13:30:00
65.74,98.01,2019-12-09 09:00:00
65.67,98.21,2019-12-09 09:30:00
65.56,98.18,2019-12-09 10:00:00
65.39,97.88,2019-12-09 10:30:00
65.42,97.78,2019-12-09 11:00:00
65.33,98.2,2019-12-09 11:30:00
65.31,98.1,2019-12-09 12:00:00
65.24,98.21,2019-12-09 12:30:00
65.24,98.06,2019-12-09 13:00:00
65.09,98.4,2019-12-09 13:30:00
65.53,97.9,2019-12-06 09:00:00
65.8,97.96,2019-12-06 09:30:00
65.83,98.13,2019-12-06 10:00:00
65.88,97.96,2019-12-06 10:30:00
65.74,97.88,2019-12-06 11:00:00
65.67,97.77,2019-12-06 11:30:00
65.6,97.73,2019-12-06 12:00:00
65.57,97.76,2019-12-06 12:30:00
65.63,97.9,2019-12-06 13:00:00
65.74,98.01,2019-12-06 13:30:00
65.32,98.43,2019-12-05 09:00:00
65.7,98.68,2019-12-05 09:30:00
65.59,98.49,2019-12-05 10:00:00
65.57,98.44,2019-12-05 10:30:00
65.57,98.45,2019-12-05 11:00:00
65.51,98.31,2019-12-05 11:30:00
65.54,98.22,2019-12-05 12:00:00
65.51,98.06,2019-12-05 12:30:00
65.47,98.09,2019-12-05 13:00:00
65.53,97.9,2019-12-05 13:30:00
