"10405る 1733 き供             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/05/04","148,456","8,109,649","55.00","55.00","54.20","54.20","-0.30","109",
"104/05/05","109,402","5,947,406","54.50","54.60","54.20","54.20"," 0.00","85",
"104/05/06","181,470","9,886,801","54.30","55.00","54.10","55.00","+0.80","131",
"104/05/07","177,371","9,758,288","55.00","55.50","54.40","54.70","-0.30","146",
"104/05/08","153,273","8,327,076","54.80","55.00","54.00","54.50","-0.20","127",
"104/05/11","244,224","13,218,006","54.50","55.00","53.60","53.80","-0.70","190",
"104/05/12","87,606","4,697,496","53.80","54.10","53.20","53.70","-0.10","89",
"104/05/13","90,302","4,852,312","53.70","54.20","53.60","53.90","+0.20","54",
"104/05/14","552,733","28,233,024","51.20","51.80","50.50","50.70","-3.20","415",
"104/05/15","348,981","17,405,031","50.00","50.40","49.30","50.20","-0.50","220",
"104/05/18","137,374","6,889,970","50.30","50.40","49.90","50.20"," 0.00","104",
"104/05/19","104,560","5,240,960","50.00","50.30","50.00","50.20"," 0.00","116",
"104/05/20","56,533","2,831,253","50.20","50.30","49.80","50.10","-0.10","62",
"104/05/21","97,300","4,858,928","50.00","50.10","49.80","50.00","-0.10","88",
"104/05/22","59,008","2,957,821","50.00","50.30","50.00","50.10","+0.10","51",
"104/05/25","90,708","4,532,510","50.10","50.20","49.80","50.10"," 0.00","78",
"104/05/26","99,390","4,955,700","50.10","50.10","49.75","49.80","-0.30","82",
"104/05/27","88,478","4,362,958","49.80","49.80","48.90","49.50","-0.30","85",
"104/05/28","117,500","5,804,199","49.20","49.70","49.15","49.50"," 0.00","106",
"104/05/29","113,596","5,643,940","49.50","49.90","49.50","49.80","+0.30","84",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

