"10409る 1733 き供             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/09/01","123,668","4,353,412","35.35","35.40","35.05","35.30","-0.05","97",
"104/09/02","135,049","4,895,001","35.10","37.20","34.95","36.65","+1.35","116",
"104/09/03","96,645","3,539,178","36.70","36.85","36.40","36.80","+0.15","85",
"104/09/04","118,215","4,428,470","37.90","37.90","37.00","37.30","+0.50","102",
"104/09/07","74,350","2,785,600","37.30","37.90","37.00","37.50","+0.20","62",
"104/09/08","81,100","3,076,325","37.90","38.50","37.60","38.00","+0.50","65",
"104/09/09","81,702","3,132,625","38.20","38.50","38.05","38.40","+0.40","76",
"104/09/10","120,060","4,667,532","38.15","39.30","38.05","39.10","+0.70","91",
"104/09/11","115,625","4,558,750","39.30","39.70","39.30","39.40","+0.30","73",
"104/09/14","120,701","4,755,918","39.40","39.90","38.95","39.50","+0.10","75",
"104/09/15","77,078","3,021,612","39.50","39.50","39.00","39.00","-0.50","53",
"104/09/16","113,501","4,476,562","39.00","39.80","39.00","39.55","+0.55","87",
"104/09/17","210,953","8,530,634","39.90","41.00","39.90","40.70","+1.15","165",
"104/09/18","288,280","12,164,145","40.70","43.00","40.30","42.75","+2.05","215",
"104/09/21","160,005","6,697,620","42.00","42.50","41.50","41.70","-1.05","119",
"104/09/22","142,215","5,942,332","41.50","42.20","41.50","42.00","+0.30","100",
"104/09/23","130,307","5,452,044","41.80","42.65","41.40","41.40","-0.60","105",
"104/09/24","141,300","5,847,183","42.70","42.70","40.80","41.35","-0.05","102",
"104/09/25","19,044","783,764","41.50","41.50","40.90","41.10","-0.25","19",
"104/09/30","69,200","2,849,500","41.10","41.60","40.65","40.70","-0.40","70",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

